plot,Tree_Num,Loc_X,Loc_Y,spp,ht,DBH1989,Cnpy1989,DBH1998,Cnpy1998,DBH2002,Cnpy2002,DBH2010,Cnpy2010,Notes
18,2310,139.6,56,TSCA,18,21,2,21.8,,,,23.6,4,
18,2311,138,55.4,TSCA,10,5.7,5,6,,,,6.2,7,standing dead
18,2312,137.5,56,TSCA,17,14.3,2,14.6,,,,15.9,4,
18,2313,136.5,55.9,TSCA,9,5,5,5.3,,,,4.9,7,leaning
18,2314,136.1,56.5,TSCA,19,20.8,2,22.3,,,,25.8,2,
18,2315,136,57.2,ACRU,14,6.8,3,6.6,,,,,,
18,2316,137.5,58.8,TSCA,10,5.7,7,5.7,,,,,,
18,2317,137.9,57.5,TSCA,14,13.5,4,13.8,,,,14.1,4,
18,2318,139.7,57.6,THOC,12,13.6,4,14,,,,,7,dead and down
18,2319,138.6,58.4,TSCA,9,8,7,8,,,,7.2,7,standing dead
18,2320,137.5,59.8,TSCA,12,17.2,4,17.8,,,,18.2,4,crotched
18,2321,137.5,60.1,TSCA,12,15.8,3,-99,,,,16.7,4,same tree as above
18,2322,136.8,60.3,ACRU,20,32.5,2,-99,,,,38.4,2,crotched
18,2323,137.1,60.5,ACRU,18,20,2,-99,,,,23,2,same tree as above
18,2324,136,60.6,TSCA,18,26,2,-99,,,,28,4,
18,2325,138.3,61.1,PCRU,6,4.6,7,4.6,,,,,,
18,2326,139.8,60.4,THOC,13,14,3,-99,,,,16.6,4,
18,2327,138.7,63.1,PCRU,9,6.2,7,6.2,,,,,,
18,2328,137.2,64.6,PCRU,10,8.3,7,8.3,,,,,,
18,2329,137.1,64.5,PCRU,6,3,7,3,,,,,,
18,2330,136.5,64.7,ABBA,0,10.2,7,10.2,,,,,,
18,2331,135.4,65,ABBA,0,14.1,7,14.1,,,,,,
18,2332,136.3,66.2,ABBA,0,9.5,7,9.5,,,,,,
18,2333,138.5,65.1,ABBA,0,7.8,7,7.8,,,,,,
18,2334,139.2,65.2,PCRU,14,10.1,3,-99,,,,,,
18,2335,138.9,65.4,PCRU,14,9.9,4,-99,,,,11.4,4,
18,2336,138.4,66,TSCA,7,4.9,5,-99,,,,5.2,5,
18,2337,138.2,67.2,TSCA,10,6.9,5,-99,,,,7.7,5,
18,2338,138.5,67.5,PCRU,11,7,4,-99,,,,7.7,6,
18,2339,139.9,68.5,TSCA,7,6.7,5,-99,,,,8.5,5,
18,2340,138.8,69.2,ABBA,0,8.9,7,8.9,,,,,,
18,2341,137.9,68.5,ABBA,0,8.1,7,8.1,,,,,7,dead and down
18,2342,138.7,69.8,ABBA,0,5.3,7,5.3,,,,,,
18,2343,139.9,70.8,ABBA,12,7.8,6,-99,,,,,,
18,2344,139.1,71,TSCA,19,30.3,2,-99,,,,34.9,3,
18,2345,137.2,71.5,TSCA,19,29.5,2,-99,,,,33.8,3,
18,2346,135.3,73.2,ABBA,0,6.5,7,6.5,,,,,,
18,2347,135.4,74,TSCA,15,18,2,-99,,,,21.7,4,
18,2348,137.2,73.8,TSCA,5,5.5,5,-99,,,,8.1,5,
18,2349,138.3,72.5,PCRU,12,8.8,7,8.8,,,,,,
18,2350,139.3,72,TSCA,7,4.9,5,-99,,,,,,
18,2351,139.8,73.5,TSCA,8,7.2,5,-99,,,,8.7,5,
18,2352,136.7,74.7,TSCA,7,9,7,9,,,,,7,dead and down
18,2353,144.4,52,TSCA,12,9.3,7,9.3,,,,,,
18,2354,143.7,52.3,PCRU,0,11,7,11,,,,,,
18,2355,142.6,51.7,PCRU,17,18.5,3,20.2,,,,21.9,3,
18,2356,141.5,52.5,PCRU,16,13,3,13,,,,,7,dead and down
18,2357,140.3,52.8,TSCA,11,6.8,5,7.1,,,,8.5,5,
18,2358,140.9,52,PCRU,0,9.8,7,9.8,,,,,,
18,2359,140.9,50.6,PCRU,17,16,3,16.9,,,,17.9,3,
18,2360,144.3,53.8,ABBA,0,11.3,7,11.3,,,,,,
18,2361,143.4,53.6,ABBA,16,11.5,6,11.8,,,,11.4,7,standing dead
18,2362,144.7,55.5,PIST,20,28.2,1,33.1,,,,41.5,1,no tag
18,2363,141.6,56,TSCA,7,6.5,5,7,,,,6.5,5,
18,2364,140.7,55.1,TSCA,14,20.7,3,21.4,,,,22.5,4,
18,2365,142.3,58.3,ABBA,12,10.3,7,10.3,,,,,,
18,2366,142.8,57.3,ABBA,0,18.7,7,18.7,,,,,,
18,2367,144.8,57.2,TSCA,11,11.7,4,11.8,,,,12.9,4,
18,2368,144,57.2,TSCA,7,5.1,5,4.9,,,,5.1,7,standing dead
18,2369,143.8,58.2,TSCA,11,13.1,4,13.5,,,,14.9,4,
18,2370,141,60.8,TSCA,12,10.5,4,-99,,,,12.1,4,
18,2371,140.6,62.7,PCRU,15,19,2,-99,,,,21.6,3,
18,2372,141.3,63.1,TSCA,13,15,3,-99,,,,16.6,4,
18,2373,140.7,63.9,THOC,0,6.5,7,6.5,,,,,,
18,2374,140.3,64.2,THOC,0,6.7,7,6.7,,,,,,
18,2375,141.7,64.7,THOC,10,9.8,4,-99,,,,10.7,5,
18,2376,140.2,65,THOC,10,8.5,4,-99,,,,,7,leaning
18,2377,140.4,65.1,THOC,0,6.8,7,6.8,,,,,7,leaning
18,2378,140.8,65.9,PCRU,14,15.8,2,-99,,,,21.3,3,
18,2379,143.9,63.5,TSCA,6,8,5,-99,,,,8.4,7,standing dead
18,2380,140.3,69.1,PIST,11,9.3,4,-99,,,,10.9,7,standing dead
18,2381,140.4,69.9,ABBA,0,8.8,7,8.8,,,,,,
18,2382,140.5,70.4,ABBA,0,10.3,7,10.3,,,,,,
18,2383,141.9,69.6,TSCA,5,3.9,5,-99,,,,,,
18,2384,142.2,71.2,TSCA,11,13.9,4,-99,,,,15.4,4,
18,2385,143.9,69.6,PCRU,0,4.7,7,4.7,,,,,,
18,2386,144.1,69.9,PCRU,16,21,2,-99,,,,28.1,2,
18,2387,145,70.4,TSCA,12,8.9,4,-99,,,,,,
18,2388,144.9,70.8,PCRU,12,8.9,6,-99,,,,,7,dead and down
18,2389,144.1,71,PCRU,15,14.8,3,-99,,,,18,3,
18,2390,144.3,73.6,PCRU,0,15.2,7,15.2,,,,,,
18,2391,143.9,74.3,PCRU,13,12.1,3,-99,,,,12.8,4,
18,2392,148.3,52.2,TSCA,11,11,4,11.3,,,,12,5,
18,2393,148.5,52,TSCA,15,20.8,2,22,,,,24.7,3,
18,2394,148.7,52.7,THOC,15,22.8,2,23.5,,,,25.1,4,
18,2395,148,52.3,TSCA,9,7.5,5,7.5,,,,7.8,7,standing dead
18,2396,146.3,51.3,TSCA,16,13.7,2,14.2,,,,,,
18,2397,145.6,51.3,TSCA,6,4.3,5,4.5,,,,,,
18,2398,145.3,52.3,TSCA,11,9.8,4,10.5,,,,11.8,5,
18,2399,145.2,52.8,TSCA,12,9.1,4,8.8,,,,9.3,4,
18,2400,145.2,53.2,PCRU,0,4.2,7,4.2,,,,,,
18,2401,148.5,54.9,TSCA,9,6.5,5,6.5,,,,6.7,7,standing dead
18,2402,149.6,55.9,TSCA,11,14.2,4,14.5,,,,15.1,4,
18,2403,149.1,58.1,PCRU,20,28.7,1,30.8,,,,33.4,2,
18,2404,148,58.1,TSCA,7,5.7,7,5.7,,,,,,
18,2405,148.8,58.9,TSCA,12,12.2,4,12.1,,,,,7,dead and down
18,2406,146.5,58.7,TSCA,11,9.3,4,8.9,,,,,,
18,2407,145.5,57.5,TSCA,6,4.9,5,5,,,,5.1,7,standing dead
18,2408,145.1,59.2,TSCA,14,12.9,3,13,,,,14.2,4,
18,2409,145.4,59.6,TSCA,12,9.8,4,9.8,,,,10.4,5,
18,2410,146.2,59.5,TSCA,6,3.7,7,3.7,,,,,,
18,2411,146.7,60.3,TSCA,6,4.3,7,4.3,,,,,,
18,2412,146.5,60.7,TSCA,0,10.9,7,10.9,,,,,,
18,2413,146.5,60.9,TSCA,11,9.8,4,-99,,,,11.2,4,
18,2414,146.8,60.8,TSCA,12,11,3,-99,,,,12.6,4,
18,2415,147,64.4,TSCA,8,5.9,5,-99,,,,,,
18,2416,147,65,TSCA,9,7,5,-99,,,,,,
18,2417,149,63.3,PCRU,11,11.5,4,-99,,,,14.9,6,topped out
18,2418,149.8,64,PCRU,14,17.8,2,-99,,,,19.7,3,
18,2419,148.6,63.9,TSCA,8,5.5,6,-99,,,,,7,dead and down
18,2420,147,65.8,TSCA,9,6.1,5,-99,,,,6.3,6,
18,2421,146.8,66,TSCA,11,13,4,-99,,,,16.3,4,
18,2422,148.5,65.6,ABBA,0,7.5,7,7.5,,,,,,
18,2423,148.7,67.4,PCRU,14,17,6,-99,,,,,,
18,2424,149.9,67.5,PCRU,0,5.1,7,5.1,,,,,,
18,2425,148.9,67.6,PCRU,0,4.5,7,4.5,,,,,,
18,2426,148.1,66.2,ABBA,0,4.8,7,4.8,,,,,,
18,2427,147,67.8,PCRU,14,12.3,7,12.3,,,,,,
18,2428,146.4,68.2,PCRU,14,11.2,6,-99,,,,,7,standing dead/topped out
18,2429,145.4,68.1,PCRU,14,10.5,7,10.5,,,,,,
18,2430,145.2,68.9,PCRU,12,10.1,7,10.1,,,,,,
18,2431,145.4,68.9,PCRU,0,5.7,7,5.7,,,,,,
18,2432,146.2,69.3,PCRU,0,6.6,7,6.6,,,,,,
18,2433,146.8,70,PCRU,0,3.9,7,3.9,,,,,,
18,2434,148.9,68.2,PCRU,16,14.1,2,-99,,,,14.8,7,standing dead/topped out
18,2435,149.9,68.6,PCRU,0,5.8,7,5.8,,,,,7,dead and down
18,2436,148.3,70.3,TSCA,16,17.1,2,-99,,,,20.9,4,
18,2437,148.5,70.5,TSCA,0,6.3,7,6.3,,,,,,
18,2438,147.6,71.6,TSCA,15,13.9,3,-99,,,,14.4,4,
18,2439,147,71.6,PCRU,15,9.8,3,-99,,,,10.9,4,
18,2440,146.9,72.1,PCRU,15,10.4,7,10.4,,,,,,
18,2441,145.9,72.4,PCRU,15,9.7,3,-99,,,,10.6,4,
18,2442,146.1,73,PCRU,15,9.2,3,-99,,,,10,4,
18,2443,145.3,74.4,TSCA,10,6.2,5,-99,,,,7.7,5,
18,2444,146.7,72.8,ABBA,0,6.2,7,6.2,,,,,,
18,2445,147.1,73.8,TSCA,10,9.3,7,9.3,,,,,,
18,2446,146.6,74.6,PCRU,13,10.5,7,10.5,,,,,,
18,2447,148.6,72.9,TSCA,16,18.2,2,-99,,,,20.3,4,
18,2448,149.2,72.6,PCRU,0,4.7,7,4.7,,,,,,
18,2449,149.9,72.5,PCRU,0,8,7,8,,,,,,
18,2450,149.8,73.9,PCRU,16,14.1,2,-99,,,,16.7,4,
18,2451,149.5,74.7,TSCA,8,4.1,5,-99,,,,1,,
18,2452,148.6,74.9,PCRU,16,15.5,2,-99,,,,18,3,
19,3043,23.6,88.2,THOC,5,9.1,5,11.1,,,,12.6,4,
19,3044,24.5,91,ACRU,10,9.3,3,-99,,,,12.1,3,
19,3045,24.9,92.2,PCRU,3,4.7,5,-99,,,,4.7,7,Down
19,3046,23.3,94.6,TSCA,10,20.9,3,-99,,,,25.5,2,
19,3047,23.6,94.9,TSCA,5,5.2,5,-99,,,,6,5,
19,3048,24.4,95.2,TSCA,3,3.1,5,-99,,,,3.9,5,
19,3049,24.4,95.8,TSCA,8,11,4,-99,,,,12.6,4,
19,3050,23,94.5,TSCA,4,3.8,5,-99,,,,3.9,5,
19,3051,22.7,94.2,ACRU,8,6.8,4,-99,,,,6.8,7,Down
19,3052,21.2,94.7,THOC,12,27.2,2,-99,,,,30.1,2,
19,3053,21.4,96,PCRU,13,20.3,2,-99,,,,20.45,2,
19,3054,22,96,ABBA,7,4.3,5,-99,,,,4.3,7,Down
19,3055,22.3,96.8,PCRU,6,5.5,5,-99,,,,5.15,7,Standing
19,3056,20,99.5,TSCA,5,3.4,5,-99,,,,4,5,
19,3057,17.5,75.6,TSCA,15,32.7,2,35.6,,,,30.95,2,
19,3058,19.9,75.4,TSCA,5,5.9,5,5.9,,,,5.9,7,Down
19,3059,16.8,80,PCRU,0,14.9,7,14.9,,,,14.9,7,Down
19,3060,16.5,82.3,TSCA,15,26.5,5,27.8,,,,28.9,2,
19,3061,17,82.3,TSCA,6,8.2,7,8.2,,,,8.2,7,Standing
19,3062,19.4,95.2,THOC,7,9.7,4,-99,,,,12.8,4,
19,3063,19.7,95.8,TSCA,5,7.3,5,-99,,,,7.7,6,
19,3064,17.7,95.4,THOC,0,24,7,24,,,,24,7,Down
19,3065,17.5,95.3,PCRU,12,14.8,3,-99,,,,19.2,2,
19,3066,16.1,95.6,PCRU,15,21.8,2,-99,,,,23.6,2,
19,3067,17.3,94.4,PCRU,11,22.8,6,-99,,,,22.4,6,
19,3068,15.3,97.8,PCRU,16,24.2,2,-99,,,,25.25,2,
19,3069,16.9,99.4,THOC,0,14,7,14,,,,14,7,Down
19,3070,18.9,99.4,TSCA,9,14.2,4,-99,,,,13.9,4,
19,3071,11.2,76.1,TSCA,3,4.9,5,6,,,,7.35,4,
19,3072,10.5,80.5,PCRU,12,19.2,3,21.1,,,,23.2,2,
19,3073,10.6,83.6,ABBA,0,9.3,7,9.3,,,,9.3,7,Down
19,3074,11.7,84,ABBA,0,11,7,11,,,,11,7,Down
19,3075,12.3,84.8,ABBA,0,11.1,7,11.1,,,,11.1,7,Down
19,3076,10.7,85.8,ACRU,10,4,4,5.5,,,,8,3,
19,3077,10.8,86,ACRU,10,4.5,4,5.5,,,,6.2,3,
19,3078,10.8,85.9,ACRU,10,3,4,3.3,,,,3.3,6,
19,3079,12.4,86.5,TSCA,3,3.2,5,3.8,,,,3.75,6,
19,3080,13.5,85,TSCA,16,30.2,2,34.6,,,,37.4,2,
19,3081,13.7,86.6,TSCA,4,4.3,5,6.3,,,,7.7,4,
19,3082,12.1,87.4,THOC,13,21.1,3,22.6,,,,23.4,3,
19,3083,10.6,87.1,ABBA,0,13.3,7,13.3,,,,13.3,7,Down
19,3084,10.4,87.5,ABBA,9,5.8,7,5.8,,,,5.8,7,Down
19,3085,10.9,87.9,TSCA,9,12.3,4,14.1,,,,16.6,4,
19,3086,10.1,89.2,ABBA,10,9.6,7,9.6,,,,9.6,7,Standing
19,3087,10.5,89.2,ABBA,8,6,7,6,,,,6,6,
19,3088,12.8,89.2,PCRU,5,4.8,5,4.7,,,,4.4,7,Down
19,3089,14.7,88.5,PCRU,8,12.5,4,12.2,,,,12.5,4,
19,3090,12.5,91.6,PCRU,16,26,2,-99,,,,31.5,2,
19,3091,12.4,91.1,PCRU,11,14.8,3,-99,,,,17.3,3,
19,3092,10.5,91.3,THOC,10,12.8,4,-99,,,,16.6,3,
19,3093,11,90.9,TSCA,7,6.3,5,-99,,,,7.6,4,
19,3094,10.2,93.6,PCRU,14,18.7,2,-99,,,,19.4,2,
19,3095,11.9,93.1,THOC,7,11.8,5,-99,,,,13.3,4,
19,3096,13.7,92.3,THOC,8,8.9,4,-99,,,,9,6,
19,3097,14.1,92.3,TSCA,10,12.6,3,-99,,,,17.6,3,
19,3098,14.6,93.3,THOC,12,21.2,3,-99,,,,24.7,3,
19,3099,10.4,95.5,ABBA,7,5.2,7,5.2,,,,5.2,7,Down
19,3100,11,95.8,ABBA,0,7,7,7,,,,7,7,Standing
19,3101,10.5,96.5,THOC,8,13.5,4,-99,,,,17.2,3,
19,3102,10.3,98.2,PCRU,14,16,7,16,,,,16,7,Standing
19,3103,12.6,98,PCRU,3,3.5,5,-99,,,,3.5,7,Down
19,3104,12.7,99.8,THOC,8,14.5,6,-99,,,,14.5,7,Standing
19,3105,13.2,99.9,THOC,8,15,4,-99,,,,16.8,4,
19,3106,14.8,99,THOC,7,9,7,9,,,,9,7,Down
19,3107,6,76.2,THOC,0,17.6,7,17.6,,,,17.6,7,Standing
19,3108,6.8,76,TSCA,10,15,4,15.7,,,,17.2,4,
19,3109,8.3,75.2,ABBA,4,3.9,6,3.9,,,,3.8,7,Down
19,3110,8.7,78.4,ABBA,3,3.9,5,5.8,,,,7.05,4,
19,3111,6,79.4,ABBA,3,3.5,6,3.3,,,,3.3,7,Down
19,3112,8.3,80.9,THOC,0,13,7,13,,,,13,7,Down
19,3113,6.1,82.6,THOC,6,9,5,9.3,,,,9.3,7,Down
19,3114,5.7,83.2,TSCA,12,22.9,3,23.7,,,,23.1,7,Standing
19,3115,6.3,83,PCRU,14,19.6,2,21.6,,,,21.4,2,
19,3116,6.1,85.2,THOC,12,17.1,3,19,,,,22.4,2,
19,3117,9.1,84.2,ABBA,0,15.2,7,15.2,,,,15.2,7,Down
19,3118,7.5,84.9,ABBA,0,8,7,8,,,,8,7,Down
19,3119,8.4,87.3,ABBA,0,9.5,7,9.5,,,,9.5,7,Down
19,3120,9.5,87.6,ABBA,9,6,6,6,,,,6,7,Down
19,3121,9.3,87.9,TSCA,9,5.3,4,6.3,,,,7.1,4,
19,3122,9.5,88.6,TSCA,8,4.8,4,4.9,,,,4.7,7,Down
19,3123,8.6,88.3,THOC,11,12,3,13.9,,,,15.7,3,
19,3124,8.6,89.5,ABBA,0,6,7,6,,,,6,7,Down
19,3125,9.8,90.8,ABBA,0,10.5,7,10.5,,,,10.5,7,Down
19,3126,9.3,91.4,PCRU,6,4.5,7,4.5,,,,4.5,7,Down
19,3127,6.5,86.7,ABBA,0,13.7,7,13.7,,,,13.7,7,Down
19,3128,6.3,88.5,PCRU,8,9.5,7,9.5,,,,9.5,7,Down
19,3129,7.6,88.8,THOC,0,12.3,7,12.3,,,,12.3,7,Standing
19,3130,6.1,89.6,PCRU,5,3.9,7,3.9,,,,3.9,7,Down
19,3131,5.7,90.3,PCRU,11,12,3,-99,,,,12.9,3,
19,3132,5.2,90.5,ABBA,0,9.1,7,9.1,,,,9.1,7,Down
19,3133,5.4,92.3,PCRU,6,4.8,7,4.8,,,,4.8,7,Down
19,3134,5.2,92.2,PCRU,5,3.1,7,3.1,,,,3.1,7,Down
19,3135,5.1,92.4,PCRU,4,3.1,7,3.1,,,,3.1,7,Down
19,3136,5.1,92.7,PCRU,9,5.9,7,5.9,,,,5.9,7,Down
19,3137,5.4,93.8,PCRU,16,20.1,2,-99,,,,23.5,2,
19,3138,6,93.6,THOC,6,3.6,6,-99,,,,3.6,7,Down
19,3139,7,93.9,ABBA,0,6.8,7,6.8,,,,6.8,7,Down
19,3140,8.1,99.6,THOC,8,6,5,-99,,,,6,7,Down
19,3141,6.9,96.2,PCRU,9,6.9,4,-99,,,,6.65,6,
19,3142,7.2,96,PCRU,14,17.3,2,-99,,,,21.9,2,
19,3143,8.6,95.7,THOC,9,9,4,-99,,,,11.6,4,
19,3144,9.7,96.7,THOC,3,3.4,7,3.4,,,,3.4,7,Down
19,3145,8.8,97.1,THOC,11,12.8,3,-99,,,,17.4,3,
19,3146,6.7,96.2,PCRU,7,5.6,7,5.6,,,,5.6,7,Down
19,3147,6,96.9,ABBA,0,6.8,7,6.8,,,,6.8,7,Down
19,3148,5.8,97.4,ABBA,6,3.8,7,3.8,,,,3.8,7,Down
19,3149,6.2,97.8,PCRU,7,5.9,7,5.9,,,,5.9,7,Down
19,3150,5.1,98.9,PCRU,3,3.5,7,3.5,,,,3.5,7,Down
19,3151,5.2,99.7,PCRU,4,3.8,7,3.8,,,,3.8,7,Down
19,3152,8.1,99.9,TSCA,3,3.3,7,3.3,,,,3.3,7,Down
19,3153,0.6,77,PCRU,16,16.2,3,15.7,,,,15.7,7,Down
19,3154,1.2,75.5,PCRU,8,7,5,7.2,,,,17,3,
19,3155,1.9,75.4,PCRU,17,23.5,2,26.7,,,,7.3,4,
19,3156,3.6,76.2,PCRU,13,15.5,7,15.5,,,,24.8,2,Alive
19,3157,4.7,75.4,PCRU,15,24.5,7,24.5,,,,24.5,7,Down
19,3158,3.6,78.8,PCRU,14,19.5,2,20.5,,,,20.6,2,
19,3159,2,79.7,TSCA,9,9.6,5,10,,,,11.55,4,
19,3160,0.9,78,TSCA,5,4.3,4,5.3,,,,7.1,4,
19,3161,0.6,80.4,PCRU,15,14,3,14,,,,13.4,7,Standing
19,3162,1.9,80.3,PCRU,18,23.3,2,23.9,,,,24.15,2,
19,3163,0.5,81.7,PCRU,20,27.3,2,27.4,,,,28.3,2,
19,3164,0.4,82.3,THOC,0,4.3,7,4.3,,,,4.3,7,Down
19,3165,4.4,82.9,ACRU,12,9.4,4,11.2,,,,12.6,3,
19,3166,2.6,84.1,ABBA,0,12,7,12,,,,12,7,Down
19,3167,2.2,83.5,PCRU,15,18.8,2,20,,,,21.8,2,
19,3168,1.8,83.3,TSCA,8,6.5,5,7.2,,,,9,4,
19,3169,0.3,84.5,PCRU,0,6.4,7,6.4,,,,6.4,7,Down
19,3170,0.2,85.1,THOC,10,8.3,4,9.8,,,,11,4,
19,3171,2.3,84.9,THOC,7,6.3,5,7.4,,,,7.5,5,
19,3172,2.9,85.6,ABBA,0,11.1,7,11.1,,,,11.1,7,Down
19,3173,2.2,85.5,TSCA,8,6.3,2,6.4,,,,6.4,7,Down
19,3174,1.2,87.1,THOC,6,5.6,5,5.6,,,,5.6,7,Down
19,3175,3.1,87.5,TSCA,12,15.1,3,15.7,,,,16.15,3,
19,3176,4.7,88,PCRU,5,4.8,7,4.8,,,,4.8,7,Down
19,3177,4,89,TSCA,4,3.4,5,3.4,,,,3.4,7,Down
19,3178,2.4,89.7,PCRU,4,4,7,4,,,,4,7,Down
19,3179,1.1,88.9,TSCA,4,4.2,5,4.8,,,,5.5,5,
19,3180,1.4,89.2,ABBA,9,8.5,7,8.5,,,,8.5,7,Down
19,3181,0.6,90.1,PCRU,6,5.7,6,-99,,,,5.1,7,Down
19,3182,0.1,91,TSCA,4,3,5,-99,,,,5.5,5,
19,3183,1.1,91.6,THOC,15,34.5,3,-99,,,,33.7,3,
19,3184,0.5,92.1,PCRU,18,19.5,2,-99,,,,23.1,2,
19,3185,2.2,90.5,ACRU,15,14.1,3,-99,,,,19.6,3,
19,3186,2.5,90.4,ACRU,17,24.1,2,-99,,,,29.3,2,
19,3187,2.2,90.2,ACRU,15,11.8,3,-99,,,,12.2,3,"FoACRUerly #3187, Now #1565"
19,3188,2.1,90.2,ACRU,10,9.8,3,-99,,,,9.6,3,
19,3189,4.5,92,PCRU,12,11.3,3,-99,,,,12.3,3,
19,3190,2.7,93.6,PCRU,5,5,7,5,,,,5,7,Down
19,3191,4,94,THOC,6,5.4,7,5.4,,,,5.4,7,Standing
19,3192,3.1,93.7,TSCA,6,4.5,5,-99,,,,5.1,5,
19,3193,2.8,94.9,ABBA,0,10.8,7,10.8,,,,10.8,7,Down
19,3194,0.5,94.9,ABBA,6,6.1,7,6.1,,,,6.1,7,Down
19,3195,2.3,95.9,ABBA,0,6.7,7,6.7,,,,6.7,7,Down
19,3196,1.7,95.9,PCRU,14,17,2,-99,,,,19.35,2,
19,3197,0.7,96,PCRU,5,3.1,6,-99,,,,3.1,7,Down
19,3198,0.4,97.7,PCRU,15,15.5,3,-99,,,,16.9,2,
19,3199,2.5,97,TSCA,3,3.4,5,-99,,,,3.4,7,Down
19,3200,1.9,98,PCRU,15,13.9,3,-99,,,,14.4,2,
19,3201,0.8,98.5,PCRU,8,5.2,6,-99,,,,4.8,7,Standing
19,3202,1.5,99.3,PCRU,9,9.1,4,-99,,,,9.1,7,Down
19,3203,4.1,97.2,ABBA,11,10.5,7,10.5,,,,10.5,7,Standing
19,3204,4.6,97.9,PCRU,12,13.6,4,-99,,,,15.8,3,
19,3205,4.7,96,THOC,8,13.1,4,-99,,,,15.8,4,
19,1566,19.4,79.3,ABBA,-99,0,0,0,0,0,0,4,5,New Tree
19,1567,20.5,82.4,TSCA,-99,0,0,0,0,0,0,4.3,5,New Tree
19,1568,21.7,86.5,TSCA,-99,0,0,0,0,0,0,4.05,5,New Tree
20,2903,48.9,76,PCRU,14,31,2,34.9,,,,39.4,6,
20,2904,46.1,80.2,TSCA,5,8.5,7,8.5,,,,8.5,7,Down
20,2905,45.2,84.3,PCRU,5,4.1,5,4.1,,,,4.1,7,Down
20,2906,46.1,85.9,TSCA,10,11.2,3,11.2,,,,11.4,7,Standing
20,2907,45.5,86.1,PCRU,9,9.4,4,9.4,,,,9.2,6,
20,2908,45.2,87.5,PCRU,8,10.4,7,10.4,,,,10.4,7,Down
20,2909,47.4,91.6,TSCA,13,22.1,2,-99,,,,26.8,2,"FoACRUerly #2909, Now #1707"
20,2910,46.3,92.1,ACRU,7,11,7,11,,,,11,7,Down
20,2911,47.1,92.5,THOC,7,14,7,14,,,,14,7,Standing
20,2912,47.4,92.5,TSCA,4,6.1,6,-99,,,,7.1,4,
20,2913,48,93,ACRU,12,17.5,6,-99,,,,17.4,7,Standing
20,2914,47.3,92.9,THOC,10,20,4,-99,,,,22.8,3,
20,2915,46.5,92.9,THOC,10,17.6,4,-99,,,,19.5,3,
20,2916,47.2,93.9,TSCA,7,10.4,6,-99,,,,12.8,6,
20,2917,48.1,92.6,TSCA,5,7.7,5,-99,,,,10.3,4,
20,2918,47.4,94.6,ACRU,17,32,2,-99,,,,34.3,2,"FoACRUerly #2918, Now #1704"
20,2919,47.1,94.4,PCRU,7,9.7,6,-99,,,,9.6,6,
20,2920,49.3,96,PCRU,16,21.5,2,-99,,,,27.1,6,"FoACRUerly #2920, Now #1705"
20,2921,41.1,96.4,PCRU,7,10.9,6,-99,,,,10.95,6,
20,2922,44.3,98.1,TSCA,8,15,4,-99,,,,21.1,3,"FoACRUerly #2922, Now #1706"
20,2923,43.7,75.5,PIST,25,37.4,1,44.5,,,,53.85,1,
20,2924,42.5,76.5,TSCA,11,23.1,6,25.1,,,,25.4,3,
20,2925,43.7,79.6,ABBA,7,12.1,6,12.1,,,,12.1,7,Down
20,2926,41.4,80.5,TSCA,4,10.2,7,10.2,,,,10.2,7,Standing
20,2927,40.2,80.7,TSCA,6,7,5,8.4,,,,10.45,4,
20,2928,41.1,81.8,THOC,8,8.5,4,9.1,,,,9.05,4,
20,2929,41.9,83.3,TSCA,5,6.3,5,7.4,,,,8.15,4,
20,2930,41.1,84.5,PCRU,14,21,2,22.9,,,,25.1,2,"FoACRUerly #2930, Now #1708"
20,2931,42.5,84.5,TSCA,2,3.3,5,3.9,,,,4.3,5,
20,2932,43.8,84.1,TSCA,12,16.6,2,18.8,,,,22.4,2,
20,2933,44.1,84.1,TSCA,4,5.8,5,6.3,,,,6.3,4,
20,2934,44,87.4,TSCA,6,6.6,5,7,,,,7.1,4,
20,2935,43.1,87.8,TSCA,4,4.7,5,5,,,,5.15,4,
20,2936,42.9,87.3,TSCA,8,10.8,4,11.8,,,,12.8,3,
20,2937,42.3,88.7,TSCA,7,14.6,4,15.5,,,,16.7,4,
20,2938,42.9,88.9,PCRU,15,26.8,2,28.5,,,,31.2,2,
20,2939,44.1,88.1,ACRU,5,9.5,6,9.4,,,,9.8,7,Standing
20,2940,43.4,88.4,TSCA,6,6.8,5,7.1,,,,8,4,
20,2941,42.6,89.2,TSCA,7,8.8,5,9.3,,,,10.2,4,
20,2942,42.3,92.3,PCRU,15,23.5,2,-99,,,,28.8,6,
20,2943,40.6,93.5,PCRU,15,20.5,2,-99,,,,23.6,2,
20,2944,40.8,94.1,ACRU,8,9.9,2,-99,,,,11.6,3,"FoACRUerly #2944, Now #1702"
20,2945,40.8,94.2,ACRU,7,9.6,4,-99,,,,10.8,3,
20,2946,43.3,94.4,PCRU,16,26.5,2,-99,,,,30.6,2,"FoACRUerly #2946, Now #1703"
20,2947,43.2,98,TSCA,13,26.7,3,-99,,,,30.3,2,"FoACRUerly #2947, Now #1701"
20,2948,43,98.7,PCRU,16,30.1,2,-99,,,,33.4,6,"FoACRUerly #2948, Now #1700"
20,2949,43.9,99.2,TSCA,9,12.5,4,-99,,,,14.4,4,
