plot,Tree_Num,Loc_X,Loc_Y,spp,ht,DBH1989,Cnpy1989,DBH1998,Cnpy1998,DBH2002,Cnpy2002,DBH2010,Cnpy2010,Notes
42,6159,137.5,166.1,PCRU,10,7.5,6,-99,,,,,7,standing dead
42,6160,135.9,166.4,PCRU,11,9.9,4,-99,,,,,7,dead and down
42,6161,137.3,166.2,PCRU,16,16.7,2,-99,,,,19.1,3,
42,6162,136.6,167,PCRU,4,3.5,7,-99,,,,3.3,7,standing dead/no tag
42,6163,136.7,167.1,PCRU,11,9.1,4,-99,,,,8.9,7,standing dead
42,6164,138.9,165.5,PCRU,9,7.8,7,-99,,,,,,
42,6165,139.7,166.4,PCRU,12,12.3,3,-99,,,,13.6,4,
42,6166,137.3,169.4,PCRU,12,10.2,3,-99,,,,10.4,4,
42,6167,136.5,169.3,PCRU,13,12.8,3,-99,,,,14.5,4,
42,6168,138.3,169.9,PCRU,9,6.4,5,-99,,,,,7,dead and down
42,6169,139.5,170.2,PCRU,12,8.8,4,-99,,,,9.4,7,standing dead
42,6170,137.5,170.1,PCRU,15,14,3,-99,,,,17.2,2,
42,6171,135.2,172,PCRU,14,13.2,3,-99,,,,14.1,3,
42,6172,136,172.2,PCRU,10,7.7,7,-99,,,,,,
42,6173,135.2,173.2,PCRU,14,12,3,-99,,,,11.7,7,standing dead
42,6174,135.1,173.5,PCRU,9,6.7,7,-99,,,,,7,standing dead
42,6175,136.4,173.6,THOC,7,4.5,5,-99,,,,,7,dead and down/no tag
42,6176,136.7,174.6,THOC,6,4.5,5,-99,,,,4.8,6,
42,6177,137.3,174.8,THOC,6,4,5,-99,,,,3.8,6,
42,6178,137.1,175.4,PCRU,17,21.1,2,-99,,,,24.6,2,
42,6179,137.8,174,THOC,7,5.6,5,-99,,,,,7,dead and down
42,6180,138.6,175,PCRU,7,6.3,5,-99,,,,6,7,standing dead
42,6181,139.4,173.5,BEPA,10,7.1,4,-99,,,,,,
42,6182,139.3,172.8,TSCA,7,4.5,5,-99,,,,4.9,5,
42,6183,139.9,172.4,PCRU,14,13.2,3,-99,,,,14.2,3,
42,6184,138.4,172.9,TSCA,10,14.8,2,-99,,,,16,4,
42,6185,138.4,171.7,PCRU,16,18,3,-99,,,,19.5,2,
42,6186,137.7,172.3,ABBA,12,12.8,7,-99,,,,,7,dead and down
42,6187,137.8,171.3,TSCA,0,6,7,-99,,,,,,
42,6188,137.9,171,PCRU,11,6.8,6,-99,,,,,,
42,6189,136.9,171.2,PCRU,13,8.7,4,-99,,,,8.4,7,standing dead
42,6190,140.1,150.2,PCRU,12,7,7,-99,,,,,7,dead and down
42,6191,140.3,150.6,PCRU,12,7.8,7,-99,,,,,,
42,6192,141.2,150.6,PCRU,13,11.5,3,-99,,,,12.1,3,
42,6193,141.7,150.1,PCRU,10,5.4,7,-99,,,,,,
42,6194,143,150.4,PCRU,16,15.5,2,-99,,,,18.4,3,
42,6195,144.2,150.5,PCRU,9,4.5,7,-99,,,,,,
42,6196,141.6,151.4,PCRU,11,7.1,7,-99,,,,,,
42,6197,141.5,152,PCRU,8,4.8,7,-99,,,,,,
42,6198,141.4,152.8,PCRU,12,7.3,7,-99,,,,,,
42,6199,140.2,153.4,TSCA,8,4.3,5,-99,,,,4.8,5,
42,6200,141.3,153.2,PCRU,11,8.2,7,-99,,,,,,
42,6201,141.1,153.5,PCRU,15,15,2,-99,,,,18.8,2,
42,6202,140.7,154.1,PCRU,12,8.3,3,-99,,,,7.7,7,standing dead
42,6203,140.3,155.1,PCRU,10,6.6,4,-99,,,,,7,dead and down
42,6204,141.3,155.4,PCRU,13,10.5,3,-99,,,,11,4,
42,6205,144.8,153,TSCA,12,12.3,3,-99,,,,13.1,4,
42,6206,143.5,154.8,PCRU,10,7.3,4,-99,,,,,7,dead and down
42,6207,144.1,155.1,PCRU,11,8.2,4,-99,,,,8,7,standing dead
42,6208,144.5,155.6,PCRU,15,21.1,2,-99,,,,22.6,2,
42,6209,142.6,156.7,PCRU,5,4.8,7,-99,,,,,7,leaning
42,6210,143.9,158,PCRU,6,4.6,7,-99,,,,,7,dead and down
42,6211,141.6,157.7,PCRU,17,20.6,2,-99,,,,23.4,2,
42,6212,140.2,159.3,PCRU,6,5.1,6,-99,,,,,7,dead and down
42,6213,141.3,159.4,PCRU,9,10.7,4,-99,,,,11.8,4,
42,6214,140.1,161.2,PCRU,7,6.8,7,-99,,,,,7,dead and down
42,6215,140.2,162.1,PCRU,8,10.1,7,-99,,,,,7,standing dead
42,6216,142.1,161.8,PCRU,3,3.4,5,-99,,,,,,
42,6217,142.8,159.3,PCRU,4,3.2,5,-99,,,,,,
42,6218,143.5,159.8,THOC,5,4.9,5,-99,,,,6.4,5,
42,6219,144,160.9,PCRU,4,4.1,5,-99,,,,,7,dead and down
42,6220,142.3,163.5,PCRU,11,11,4,-99,,,,,7,dead and down
42,6221,140.5,163.5,PCRU,0,6.1,7,-99,,,,,,
42,6222,140.4,162.8,PCRU,10,8.1,7,-99,,,,,,
42,6223,141.1,162.6,TSCA,12,12.1,3,-99,,,,13.2,4,
42,6224,141,164.5,PCRU,13,13,3,-99,,,,13.4,6,
42,6225,141,165.8,PCRU,12,8.3,7,-99,,,,8.2,7,standing dead
42,6226,142.4,164.9,PCRU,14,15.2,3,-99,,,,14.4,4,
42,6227,144.8,165.1,PCRU,0,7.5,7,-99,,,,,7,dead and down
42,6228,144.7,165.8,PCRU,16,21.8,2,-99,,,,23.4,3,
42,6229,143.7,167.2,THOC,9,11.2,4,-99,,,,11.2,6,
42,6230,141,167.1,PCRU,16,16.5,2,-99,,,,19.7,3,
42,6231,141,167.7,PCRU,16,17.3,2,-99,,,,17.5,7,standing dead
42,6232,140.8,169.2,PCRU,15,11.6,3,-99,,,,,7,dead and down/no tag
42,6233,140.8,170.5,PCRU,8,7,7,-99,,,,,,
42,6234,141.5,171.1,PCRU,16,20,2,-99,,,,23.8,3,
42,6235,142.2,170.5,THOC,4,3.3,5,-99,,,,,7,standing dead
42,6236,144,168.6,ACRU,19,25.8,1,-99,,,,29.6,3,
42,6237,144,169,ACRU,16,15.1,2,-99,,,,20.4,3,
42,6238,143.8,169.2,THOC,7,8,7,-99,,,,8.1,6,
42,6239,143.7,169.6,THOC,7,6,5,-99,,,,,7,dead and down
42,6240,144.7,169.9,THOC,8,10.7,4,-99,,,,12.1,5,
42,6241,144.5,171,THOC,10,15.9,4,-99,,,,16.7,5,
42,6242,140.6,172.6,PCRU,6,5.3,5,-99,,,,,7,standing dead
42,6243,140.4,173.6,PCRU,13,12,3,-99,,,,12.2,4,
42,6244,142.1,175.4,PCRU,11,9.3,4,-99,,,,10,4,
42,6245,141.9,175.4,THOC,8,9.8,5,-99,,,,9.9,5,
42,6246,143,175.4,THOC,5,7.7,7,-99,,,,,7,standing dead
42,6247,143,174.8,PCRU,0,6,7,-99,,,,,7,standing dead/broken top
42,6248,142.6,174.4,PCRU,13,12,3,-99,,,,12.3,4,
42,6249,143.7,174,PCRU,7,5.2,7,-99,,,,,,
42,6250,143.8,174.2,THOC,3,4.8,5,-99,,,,,7,dead and down/no tag
42,6251,144,175,PCRU,14,16.6,2,-99,,,,19.5,4,
42,6252,147.5,150.1,PCRU,7,4.1,7,-99,,,,,,
42,6253,148.4,150.8,PCRU,12,11,2,-99,,,,11.4,4,
42,6254,147.7,150.5,PCRU,10,7.8,7,-99,,,,,,
42,6255,145.7,151,PCRU,11,10.4,6,-99,,,,10.4,7,standing dead
42,6256,145.3,150.4,PCRU,15,17,2,-99,,,,20.2,2,
42,6257,145.3,152.5,TSCA,9,5.8,4,-99,,,,6.7,5,
42,6258,146,152.1,PCRU,10,6.8,6,-99,,,,,7,leaning
42,6259,145.5,153.6,PCRU,15,18.5,2,-99,,,,23.2,2,
42,6260,146.9,153.2,PCRU,12,8.5,7,-99,,,,,,
42,6261,148.5,152.1,PCRU,0,7.4,7,-99,,,,,7,dead and down
42,6262,148.9,152.3,ACRU,14,10,2,-99,,,,14.5,3,no tag
42,6263,148.6,152.4,ACRU,0,6.3,7,-99,,,,,7,no tag
42,6264,149.8,153.1,PCRU,13,16.3,3,-99,,,,17.5,4,
42,6265,148.1,153.6,ACRU,9,4.2,7,-99,,,,,,stump regenerating
42,6266,148.6,154.7,ACRU,8,6.8,4,-99,,,,9.6,5,
42,6267,148.6,154.8,ACRU,6,4.2,5,-99,,,,,7,standing dead
42,6268,148.2,154.8,PCRU,13,20.2,2,-99,,,,20.7,3,
42,6269,146.4,155.2,PCRU,17,21.2,2,-99,,,,23.9,2,
42,6270,145.1,158.8,PCRU,9,9,4,-99,,,,9.2,6,
42,6271,146,158.3,PCRU,8,7,6,-99,,,,,7,dead and down
42,6272,147.3,157.6,PCRU,7,6.7,6,-99,,,,7,6,
42,6273,147.3,158.8,PCRU,16,24.2,2,-99,,,,25.8,2,
42,6274,148.2,156,THOC,8,14,7,-99,,,,,7,dead and down
42,6275,149.6,156.6,THOC,8,15.2,6,-99,,,,,7,dead and down
42,6276,149.2,157.7,PCRU,8,7,7,-99,,,,,7,standing dead
42,6277,149.1,158.7,PCRU,7,5.5,7,-99,,,,,7,broken/no tag
42,6278,148.7,158.4,ABBA,0,8.8,7,-99,,,,,,
42,6279,147.5,160.2,PCRU,8,9.4,4,-99,,,,9.2,6,
42,6280,146.9,160.6,PCRU,10,12.9,3,-99,,,,16.6,4,
42,6281,147.1,161.2,PCRU,4,3.9,7,-99,,,,,7,no tag
42,6282,146.9,161.5,PCRU,7,6.1,6,-99,,,,,7,standing dead
42,6283,147.8,161.5,PCRU,6,5.1,6,-99,,,,,7,standing dead
42,6284,149.6,161,PCRU,12,13.3,3,-99,,,,17.1,4,
42,6285,149.6,162.4,PCRU,10,9,4,-99,,,,9.3,4,
42,6286,148,162.5,ABBA,6,6.1,7,-99,,,,,,
42,6287,147.8,162.3,PCRU,6,4.9,5,-99,,,,5,7,standing dead
42,6288,146.4,162.3,THOC,6,8.6,5,-99,,,,9.3,5,
42,6289,145.6,163.3,PCRU,8,9,6,-99,,,,,7,dead and down/no tag
42,6290,145.6,164.2,PCRU,10,18,4,-99,,,,19.4,4,
42,6291,148.4,163.3,PCRU,5,4.5,5,-99,,,,4.6,6,
42,6292,149,163.6,THOC,6,13.1,5,-99,,,,13.1,6,
42,6293,148,165.2,PCRU,13,19.1,3,-99,,,,22.1,3,
42,6294,149.7,165.9,PCRU,5,5.8,5,-99,,,,7.5,5,
42,6295,146.9,167.6,ABBA,5,5.8,5,-99,,,,7.2,5,
42,6296,146.3,167.1,THOC,4,4,5,-99,,,,,7,dead and down
42,6297,145.4,167.3,THOC,8,9.7,4,-99,,,,9.5,5,
42,6298,146.1,167.4,PCRU,0,20.9,7,-99,,,,,7,broken top
42,6298,145.3,168.6,THOC,7,8.5,4,-99,,,,,7,dead and down
42,6299,146.2,168.8,THOC,7,7.9,5,-99,,,,7.7,6,
42,6300,146.7,168.2,PCRU,4,4.5,7,-99,,,,,,
42,6301,147.5,167,PCRU,5,4.5,5,-99,,,,,7,dead and down
42,6302,148.1,167.2,ACRU,10,9,3,-99,,,,12.6,3,ACRU clone
42,6303,148,167.2,ACRU,14,16.2,2,-99,,,,21.3,3,ACRU clone
42,6304,149.7,167.5,THOC,0,17.6,7,-99,,,,,7,dead and down
42,6305,149.1,169.2,PCRU,9,8.3,3,-99,,,,9.3,6,
42,6306,149.6,169.4,PCRU,5,4.4,5,-99,,,,,7,dead and down
42,6307,149.7,170.1,PCRU,8,5.1,7,-99,,,,,,
42,6308,149.5,170.5,PCRU,4,3.1,5,-99,,,,,7,dead and down
42,6309,149,170.5,ACRU,10,9,3,-99,,,,,,
42,6310,148.4,174.8,THOC,6,12.2,5,-99,,,,11.9,6,
42,6311,147.6,174.4,ABBA,8,7.9,7,-99,,,,,7,leaning/no tag
42,6312,147.1,173.7,PCRU,5,4.4,7,-99,,,,,7,no tag
42,6313,147.2,175,4,PCRU,4,5,-99,,,,4.5,6,
42,6314,146.9,174.4,THOC,9,15.6,7,-99,,,,,7,standing dead
42,6315,145.5,172.9,ABBA,0,10,7,-99,,,,,7,dead and down
42,6316,145.2,171.3,TSCA,4,3.1,5,-99,,,,4.4,5,
42,6317,145.6,171.5,TSCA,4,4.5,5,-99,,,,8.5,5,
42,6318,148.1,172.3,PCRU,4,4.7,5,-99,,,,,7,dead and down
43,7203,20.8,177.7,PCRU,4,3.4,5,-99,,,,5.9,6,
43,7204,20.2,178.1,THOC,9,21.1,6,-99,,,,21.9,6,
43,7205,20.1,178.2,PCRU,8,11.2,3,-99,,,,15,3,
43,7206,22.5,177.4,ACRU,7,4,4,-99,,,,7.8,4,
43,7207,24.2,179.4,,3,3.1,5,-99,,,,3.1,7,Down
43,7208,22.4,179.7,PCRU,15,18.9,2,-99,,,,17.7,7,Standing
43,7209,23.1,180.5,PCRU,4,4.1,7,-99,,,,4.1,7,Standing
43,7210,24.6,180.5,PCRU,11,9.9,2,-99,,,,10.5,2,
43,7211,23.8,180.7,THOC,11,20.5,7,-99,,,,20.5,7,Standing
43,7212,24.3,181.2,PCRU,11,10.2,7,-99,,,,10.2,7,Down
43,7213,23.2,181,PCRU,14,14.6,2,-99,,,,13.8,7,Down
43,7214,23.5,182.4,THOC,7,12.2,4,-99,,,,15.2,4,
43,7215,24.6,188.7,PCRU,10,11.3,7,-99,,,,11.3,7,Down
43,7216,20.5,188.9,PCRU,10,11.1,3,-99,,,,11.1,7,Down
43,7217,21,184.4,THOC,8,9.5,4,-99,,,,9.5,7,Down
43,7218,20.6,185.1,PCRU,7,8.5,4,-99,,,,9.1,7,Down
43,7219,20.8,185,PCRU,9,8.8,4,-99,,,,10,7,Down
43,7220,20.2,187.2,PCRU,13,15,2,-99,,,,15,7,Down
43,7221,21.2,187,PCRU,9,9.1,3,-99,,,,8.8,7,Standing
43,7222,20.8,188,PCRU,15,17,2,-99,,,,16.5,7,Standing
43,7223,21.5,188.1,ACRU,10,13.5,3,-99,,,,13.5,7,Down
43,7224,22.7,186.2,PCRU,7,7,4,-99,,,,7,7,Down
43,7225,23.6,187,PCRU,0,11.7,7,-99,,,,11.7,7,Down
43,7226,22.8,186.8,PCRU,0,5.5,7,-99,,,,5.5,7,Down
43,7227,22.3,186.4,ACRU,12,11.6,2,-99,,,,17,3,
43,7228,21.3,186.4,PCRU,9,8.9,6,-99,,,,8.9,7,Down
43,7229,20.2,187.9,PCRU,14,16.8,2,-99,,,,16.5,7,Standing
43,7230,21.5,189.5,PCRU,6,5.5,6,-99,,,,5.2,7,Standing
43,7231,20.3,190.9,PCRU,11,12.3,3,-99,,,,16.2,3,
43,7232,20.1,191.6,PCRU,0,6.3,7,-99,,,,6.3,7,Standing
43,7233,24.4,188.7,PCRU,14,14,7,-99,,,,14,7,Down
43,7234,20.2,193.6,PCRU,4,4.7,5,-99,,,,8.2,4,
43,7235,21.8,196,PCRU,17,22.8,2,-99,,,,23.7,2,
43,7236,21.9,196.7,PCRU,9,12.6,3,-99,,,,13.9,4,
43,7237,24.3,194,PCRU,3,5,5,-99,,,,8.4,4,
43,7238,23.9,199.7,PCRU,4,3.4,5,-99,,,,8.6,5,
43,7239,16,175.5,PCRU,8,8.4,4,-99,,,,11.3,3,
43,7240,16.5,178.2,PCRU,6,6.6,4,-99,,,,9,6,
43,7241,18.5,176.7,PCRU,9,10.4,3,-99,,,,16.1,2,
43,7242,17,180,PCRU,4,4.5,5,-99,,,,5.2,6,
43,7243,17.5,183,PCRU,11,9.6,3,-99,,,,11.2,3,
43,7244,17.8,182.8,PCRU,5,4.9,6,-99,,,,5.3,6,
43,7245,16.7,184.2,PCRU,11,21.8,2,-99,,,,25.2,3,
43,7246,18.5,184.2,ABBA,6,5.2,7,-99,,,,5.2,7,Down
43,7247,19.4,184.8,PCRU,10,13.7,3,-99,,,,13.7,7,Down
43,7248,17.9,185.7,PCRU,6,9.7,4,-99,,,,12,4,
43,7249,17.4,185.6,PCRU,6,7.7,6,-99,,,,9.55,4,
43,7250,20,186.6,PCRU,3,3.1,7,-99,,,,3.1,7,Down
43,7251,17.4,186.6,PCRU,2,3.3,5,-99,,,,4.8,6,
43,7252,17.5,193.5,ACRU,10,7.9,3,-99,,,,9.6,4,
43,7253,16.3,194.2,PCRU,6,8.3,4,-99,,,,12.2,4,
43,7254,17.3,194,ACRU,9,9,3,-99,,,,11.2,4,
43,7255,18.1,194,PCRU,5,6.1,4,-99,,,,10.7,4,
43,7256,18,195,THOC,7,11.4,3,-99,,,,15.5,3,
43,7257,18.6,196.2,PCRU,5,6,4,-99,,,,9.2,4,
43,7258,16.8,198.5,PCRU,5,7.5,4,-99,,,,11.5,4,
43,7259,18.5,198.4,PCRU,6,5.9,4,-99,,,,8.8,4,
43,7260,17.5,199.5,PCRU,4,3.5,5,-99,,,,5.15,4,
43,7261,10.4,177.7,PCRU,14,9.3,6,-99,,,,8.5,7,Standing
43,7262,10.3,178.8,PCRU,13,9.7,6,-99,,,,8.6,7,Down
43,7263,11.3,178.8,ACRU,10,11.8,3,-99,,,,12.5,4,
43,7264,12.7,178.8,PCRU,8,11,4,-99,,,,14.3,4,
43,7265,13.6,178.4,PCRU,12,14.8,3,-99,,,,16.9,3,
43,7266,13.6,177.6,PCRU,6,6,7,-99,,,,6,7,Standing
43,7267,14.9,177.4,PCRU,5,5.2,6,-99,,,,7.1,6,
43,7268,14.1,176.6,PCRU,4,4.1,5,-99,,,,3.9,7,Standing
43,7269,14.6,176.1,PCRU,6,5.9,4,-99,,,,7.8,4,
43,7270,14.2,179.7,ACRU,10,10.8,3,-99,,,,15.5,3,
43,7271,14.3,181.7,THOC,7,10.1,4,-99,,,,13.3,4,
43,7272,12.8,181.6,PCRU,3,3.5,7,-99,,,,3.5,7,Down
43,7273,11.9,182.1,BEPA,9,9.4,3,-99,,,,9.8,6,No Tag
43,7274,10.9,182.7,PCRU,10,11.8,3,-99,,,,12.4,3,
43,7275,11,184.5,PCRU,12,19,2,-99,,,,21,3,
43,7276,11,186.5,PCRU,9,12.3,3,-99,,,,15.7,4,
43,7277,10.4,187.2,PCRU,12,16.2,2,-99,,,,16.7,3,
43,7278,13,184.5,PCRU,0,17.6,7,-99,,,,17.6,7,Standing
43,7279,14.2,187.5,PCRU,11,13.7,2,-99,,,,16.2,3,
43,7280,10.4,189.1,PCRU,3,4,5,-99,,,,7.9,5,
43,7281,12.5,190.5,PCRU,13,13.9,2,-99,,,,13,7,Standing
43,7282,13.7,191,PCRU,13,15,2,-99,,,,15.5,6,
43,7283,14.1,192,PCRU,9,10.6,7,-99,,,,12.1,3,Alive
43,7284,13.1,192.8,PCRU,13,14.1,2,-99,,,,15.6,2,
43,7285,13.5,193.7,PCRU,0,6.5,7,-99,,,,6.5,7,Down
43,7286,14.5,193.9,PCRU,5,7.4,4,-99,,,,8.3,6,
43,7287,10.9,192.5,PCRU,7,6.9,7,-99,,,,6.9,7,Down
43,7288,10.7,193,PCRU,11,12.6,3,-99,,,,13.9,3,
43,7289,10.8,195.8,PCRU,8,11,4,-99,,,,11.5,6,
43,7290,11.2,197.3,ACRU,9,9.2,3,-99,,,,12.9,4,
43,7291,11.4,197.2,ACRU,0,10.5,7,-99,,,,10.5,7,Down
43,7292,11.6,197.4,PCRU,5,7.4,5,-99,,,,10,5,
43,7293,11.8,197.6,PCRU,0,17.2,7,-99,,,,17.2,7,Down
43,7294,11.1,197.8,ACRU,10,10.3,3,-99,,,,12.3,4,
43,7295,10.2,199.9,PCRU,9,11.5,3,-99,,,,17.2,3,
43,7296,10.8,199.9,ABBA,3,3,5,-99,,,,4,5,
43,7297,13.4,199.7,THOC,7,10,4,-99,,,,14.6,4,
43,7298,7,175.3,PCRU,6,5.5,6,-99,,,,5.6,6,
43,7299,7.1,175.3,PCRU,5,4.9,7,-99,,,,4.9,7,Standing
43,7300,6.9,175.6,PCRU,9,14.4,3,-99,,,,16.5,3,
43,7301,7,176.3,PCRU,8,9.5,4,-99,,,,11.5,4,
43,7302,7.9,176,PCRU,4,4.4,5,-99,,,,5.9,6,
43,7303,8.9,176.7,PCRU,3,3,7,-99,,,,3,7,Down
43,7304,7.7,176.5,PCRU,6,5.8,5,-99,,,,6,6,
43,7305,7.6,177.2,PCRU,11,14.2,3,-99,,,,14.5,3,
43,7306,6.3,177.8,ABBA,5,4.9,5,-99,,,,4.7,7,Standing
43,7307,6.1,178.1,ACRU,8,6.1,4,-99,,,,8.8,4,
43,7308,6.4,177.9,ACRU,9,8.3,4,-99,,,,9.4,4,
43,7309,6.8,178.1,ACRU,10,8.9,3,-99,,,,9.7,4,
43,7310,6.5,178.8,PCRU,5,5,5,-99,,,,6.3,5,
43,7311,7.2,179.3,PCRU,5,6,5,-99,,,,7.2,5,
43,7312,7.5,178.9,PIST,11,19.5,2,-99,,,,29.8,2,
43,7313,9.8,178.6,PCRU,10,7.9,7,-99,,,,7.9,7,Standing
43,7314,9.8,180,PCRU,13,14.5,2,-99,,,,14.3,7,Standing
43,7315,8,179.7,THOC,8,8,4,-99,,,,11.2,4,
43,7316,6.5,180.8,PCRU,7,5.1,4,-99,,,,5.7,7,Standing
43,7317,6.5,181.5,PCRU,9,9,3,-99,,,,8.5,7,Standing
43,7318,8,180.4,PCRU,12,13.2,7,-99,,,,13.2,7,Standing
43,7319,8.6,180.8,PIST,0,37.8,7,-99,,,,37.8,7,Down
43,7320,8.1,180.8,PCRU,13,18,2,-99,,,,18,7,Down
43,7321,8.5,186,PCRU,12,17,2,-99,,,,18.1,3,
43,7322,7.5,185.8,PCRU,5,8.5,5,-99,,,,9,6,
43,7323,6.9,186,PCRU,15,21.5,2,-99,,,,21.5,7,Down
43,7324,7.5,187.5,PCRU,12,15.1,2,-99,,,,16.2,6,
43,7325,9.6,187.9,THOC,9,22.3,4,-99,,,,24.4,4,
43,7326,8.3,188.3,PCRU,5,5,5,-99,,,,4.4,7,Standing
43,7327,6.1,186.1,PCRU,11,9.8,3,-99,,,,13,3,
43,7328,5.2,187.9,PCRU,10,9.3,3,-99,,,,9,6,
43,7329,7.2,190.4,ACRU,5,5.9,5,-99,,,,5.9,7,Down
43,7330,7.5,190,ACRU,6,8.6,4,-99,,,,10.9,6,
43,7331,8,190.3,PCRU,4,5.7,5,-99,,,,5.9,6,
43,7332,6.1,192.7,THOC,3,4.6,5,-99,,,,4.5,7,Down
43,7333,5.2,192.9,PCRU,8,8.1,4,-99,,,,7.8,7,Standing
43,7334,6.2,194.2,PCRU,8,11.2,7,-99,,,,11.2,7,Down
43,7335,7.3,198.4,PCRU,12,16.1,2,-99,,,,16.2,6,
43,7336,5.7,199.8,PCRU,11,11.4,2,-99,,,,16.3,3,
43,7337,8.9,199.9,PCRU,12,25.9,7,-99,,,,26,6,Alive
43,7338,9.3,197.5,PCRU,8,8.1,4,-99,,,,8.3,6,
43,7339,8.2,195,ABBA,6,5.3,7,-99,,,,5.3,7,Down
43,7340,8.5,193.7,PCRU,10,11.3,3,-99,,,,13,3,
43,7341,7.8,194.1,THOC,6,23,6,-99,,,,24.1,6,
43,7342,7.8,193.3,PCRU,10,11,3,-99,,,,13,3,
43,7343,4.4,178,PCRU,9,13.6,3,-99,,,,16,7,Standing
43,7344,4.9,180.3,PCRU,5,6,4,-99,,,,6,7,Down
43,7345,3.8,180.6,PCRU,8,8.6,3,-99,,,,11.5,6,
43,7346,3.3,181.5,PCRU,7,8.2,4,-99,,,,10.7,4,
43,7347,1.8,183.5,PCRU,8,8.3,3,-99,,,,12.2,3,
43,7348,1,184,PCRU,4,4.5,5,-99,,,,8,5,
43,7349,1.2,185.5,,4,3,5,-99,,,,8.1,6,
43,7350,0.7,186,PCRU,11,17.2,2,-99,,,,19.5,3,
43,7351,0.4,187.6,PCRU,11,14,2,-99,,,,15,6,
43,7352,0.2,188.8,PCRU,8,12.6,3,-99,,,,13.6,6,
43,7353,4.3,185.9,PCRU,7,7,4,-99,,,,9,6,
43,7354,4.6,185.3,PCRU,4,3.3,5,-99,,,,5.6,5,
43,7355,4.1,185.2,PCRU,6,6,4,-99,,,,6.8,6,
43,7356,4.7,188.1,PCRU,9,9.6,3,-99,,,,10.1,6,
43,7357,3.3,188.3,PCRU,11,15.6,2,-99,,,,17.5,2,
43,7358,4.9,188.7,PCRU,8,8.7,4,-99,,,,8.4,7,Standing
43,7359,3.6,189.2,PCRU,6,7.2,4,-99,,,,8,6,
43,7360,4.8,190.9,PCRU,7,6.9,3,-99,,,,9.6,4,
43,7361,3.3,191.2,PCRU,7,7.1,3,-99,,,,8.2,7,Down
43,7362,3.6,191.3,PCRU,11,13,3,-99,,,,12,7,Standing
43,7363,1.4,192.3,PCRU,6,5.9,4,-99,,,,8.9,6,
43,7364,0.5,192.6,ACRU,7,5.3,4,-99,,,,8.15,4,
43,7365,1.7,193.5,PCRU,9,10.7,7,-99,,,,10.7,7,Down
43,7366,4.6,195.2,PCRU,12,13,2,-99,,,,14.2,3,
43,7367,2.8,197.2,PCRU,7,9.5,3,-99,,,,12.1,3,
43,7368,2.8,198.9,ABBA,6,7.5,7,-99,,,,7.5,7,Down
43,7369,0.7,199.7,PIST,12,19.9,7,-99,,,,19.9,7,Down
43,1613,0.8,199.5,PIST,,0,0,0,0,0,0,4.35,5,New Tree
43,1615,14.8,200,PCRU,,0,0,0,0,0,0,4.5,5,New Tree
43,1616,16.6,198.4,ACRU,,0,0,0,0,0,0,4.05,5,New Tree
43,1617,19.2,199.3,PCRU,,0,0,0,0,0,0,5.2,5,New Tree
43,1618,16.6,194.2,ABBA,,0,0,0,0,0,0,4,5,New Tree
43,1619,16.8,194.1,ABBA,,0,0,0,0,0,0,4.25,5,New Tree
43,1620,20.7,198.9,PCRU,,0,0,0,0,0,0,5,5,New Tree
43,1621,21.9,199.1,PCRU,,0,0,0,0,0,0,4.95,5,New Tree
43,1623,22.7,199.2,PCRU,,0,0,0,0,0,0,4.4,5,New Tree
43,1624,23,199.6,PCRU,,0,0,0,0,0,0,6.95,4,New Tree
43,1625,21.4,191.4,PCRU,,0,0,0,0,0,0,5.35,5,New Tree
43,1626,22.2,191.1,PCRU,,0,0,0,0,0,0,4.7,5,New Tree
43,1627,21.5,186.2,ACRU,,0,0,0,0,0,0,5.75,5,New Tree
44,7072,46.2,175.6,THOC,6,8.1,4,-99,,,,11.6,4,
44,7073,45.2,176.5,PCRU,11,28.4,3,-99,,,,29.4,2,
44,7074,49.8,177,PCRU,11,19.5,3,-99,,,,22.9,2,
44,7075,48.6,178.1,THOC,8,20.5,7,-99,,,,20.5,7,Standing
44,7076,48.9,178.8,ABBA,0,12.1,7,-99,,,,12.1,7,Standing
44,7077,46.1,180.8,ABBA,3,4,5,-99,,,,7.4,5,
44,7078,48.6,182,ABBA,0,8,7,-99,,,,8,7,Down
44,7079,49.9,182.1,ABBA,3,4.7,5,-99,,,,7.3,5,
44,7080,48.5,184.9,TSCA,10,22.9,3,-99,,,,24.4,3,
44,7081,47.8,185.5,THOC,7,8.8,4,-99,,,,12.4,4,
44,7082,48.8,186,THOC,4,7.4,5,-99,,,,10.3,5,
44,7083,45.7,187.1,THOC,0,4.6,7,-99,,,,4.6,7,Down
44,7084,47.6,189.2,TSCA,11,22.2,3,-99,,,,23.5,3,
44,7085,46.9,189.6,THOC,12,19.4,7,-99,,,,24.7,3,Alive
44,7086,45.9,190.3,THOC,10,19,7,-99,,,,19,7,Standing
44,7087,46.7,196.5,PCRU,0,5.5,7,-99,,,,5.5,7,Down
44,7088,48.4,195.6,THOC,5,8.2,5,-99,,,,11.3,4,
44,7089,46.4,197.5,PCRU,6,7.1,5,-99,,,,12,4,
44,7090,46.1,197.7,PCRU,6,7.7,5,-99,,,,8.4,4,
44,7091,46.3,198.9,ABBA,2,3.4,5,-99,,,,3.7,6,
