block,meas3yr,treeid,xsite,ysite,species,dbh69,can69,cond69,dbh75,can75,cond75,dbh91,can91,cond91,dbh01,can01,cond01,1969Orient,dbh11,can11,cond11,length11,angle11,decay,comments,soilmoist,hurrdam,10medge
SW51,1991,4272,-148,-506,ACRU,4.06,S,L,NA,NA,NA,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,MISSED IN 1975,dry,Moderate,0
SW51,1991,4273,-148,-527,QURU,13.72,CD,L,NA,NA,D,12.7,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; BASE MAY HAVE SEPARATED & ROLLED S; 283DEG. 30.8FT.; D-2-3; NO BARK; 2001: STUMP ONLY D3,dry,Moderate,0
SW51,1991,4274,-147.5,-562.5,ACRU,12.95,S,L,13.97,S,L,14.22,S,L,13,NA,SN,NA,12,NA,SN,28.6,301,D3,2001: 38.5'; SNAPPED AT 1'; D1; 301 DEG; 2011: PARTLY BURIED,dry,Moderate,0
SW51,1991,4275,-147,-532.5,ACRU,9.65,I,L,10.92,I,L,11.94,S,L,11,NA,D,NA,NA,NA,SN,36.7,66,D3,2001: D1; 2011: PARTIALLY BURRIED,dry,Moderate,0
SW51,1991,4276,-147,-568,ACRU,12.7,I,L,12.95,I,L,12.7,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE 168DEG. 34.4FT.; NO BARK; D2,dry,Moderate,0
SW51,1991,4277,-145.5,-513.5,PIST,30.48,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4278,-144.5,-536,ACRU,5.08,S,L,5.33,S,L,5.33,NA,D,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: MULTIPLE SPROUTS AT BASE; 2001: 4.3'; D3; 299 DEG,dry,Moderate,0
SW51,1991,4279,-144,-576,BELE,10.16,S,L,11.18,S,L,15.49,I,L,17.3,I,L,NA,19,I,L,NA,NA,NA,1991: SHARES BASE WITH 113;53,dry,Moderate,0
SW51,1991,4280,-143.5,-576.5,BELE,7.11,S,L,7.87,S,L,9.14,S,L,9.8,S,L,NA,10.5,S,L,NA,NA,NA,1991: SHARES BASE WITH 112;152,dry,Moderate,0
SW51,1991,4281,-142.5,-514,ACRU,5.08,NA,L,5.84,NA,L,6.1,NA,D,6,NA,SN,NA,NA,NA,G,NA,NA,NA,CAN69 NOT RECORDED; 2001: 8.9'; D2; 359 DEG,dry,Moderate,0
SW51,1991,4282,-142.5,-540.5,QURU,29.72,D,L,32,D,L,37.08,CD,L,39.8,CD,L,NA,41.8,CD,L,NA,NA,NA,BAND ON MAY 13; 1969; 1991: NO BAND; SKELETONIZING,dry,Moderate,0
SW51,1991,4283,-142.5,-581,BELE,5.33,S,L,5.84,S,L,6.86,S,L,7,S,L,NA,7.3,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4284,-141.5,-506.5,ACRU,8.13,S,L,8.13,S,L,NA,NA,ST,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: NO BOLE,dry,Moderate,0
SW51,1991,4285,-141,-546.5,ACRU,12.45,S,L,12.95,S,L,13.21,S,L,13,NA,D,NA,13.1,NA,SN,8.9,260,D2,1991: SWELLING AT DBH; MEASURED ABOVE; FROKED; ONE FORK DEAD; 2001: D1; 8.3' PIECE D2 ON GROUND; 16 DEG,dry,Moderate,0
SW51,1991,4286,-140,-516.5,PIST,50.8,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1991: D3; 2001: D3,dry,Moderate,0
SW51,1991,4287,-139,-552.5,PIST,12.7,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4288,-139,-591,ACRU,14.73,I,L,NA,NA,D,10.16,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: D3; SNAP AT BASE; 14FT. 251DEG.; 2001: D3 STUMP ONLY; ALMOST GONE,dry,Moderate,0
SW51,1991,4289,-138.5,-524.5,ACRU,11.43,S,L,11.94,S,L,13.46,S,L,14.3,S,L,NA,15.1,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4290,-138,-506,ACRU,6.35,S,L,6.86,S,L,7.11,S,L,7.4,S,L,NA,NA,NA,ST,NA,NA,D1,2011: CUT; BOLE REMOVED,dry,Moderate,0
SW51,1991,4291,-138,-509.5,ACRU,7.62,S,L,8.38,S,L,10.41,S,L,11.5,I,L,NA,12.3,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4292,-137.5,-554.5,QURU,9.65,I,L,9.91,I,L,10.16,NA,D,8,NA,SN,NA,NA,NA,SN,10.7,270,D3,1991: MISSING BARK; 2001: 31.9'; D2; SNAPPED AT BASE; 270 DEG,dry,Moderate,0
SW51,1991,4293,-134,-590.5,CADE,25.4,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4294,-133,-597,CADE,20.32,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,G,NA,NA,NA,1991: D2-3; 2001: D3,dry,Moderate,0
SW51,1991,4295,-132,-501.5,ACRU,7.11,S,L,7.37,S,L,7.62,NA,SN,7,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: SNAP AT BASE; BOLE ROLLED OFF PLOT; 272DEG. 34.1FT.; BOLE BEGINS 4.7FT. FROM STUMP; 2001: 14'; 240 DEG; D2; 2011: STUMP ONLY,dry,Moderate,0
SW51,1991,4296,-131,-553.5,ACRU,14.73,I,L,16.51,I,L,18.03,I,L,19.6,I,L,NA,21.2,I,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4297,-131,-579,PIST,5.59,S,L,5.84,S,L,5.08,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SNAPPED AT 4.5FT.; NO BARK; LEANS SLIGHTLY W; 2001: 4.7'; D3; 288 DEG,dry,Moderate,0
SW51,1991,4298,-130.5,-530,QURU,11.18,S,L,11.43,S,L,10.16,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; 254DEG. 27FT.; D1-2; 2001: 21.6'; 241 DEG; D3,dry,Moderate,0
SW51,1991,4299,-130,-505,ACRU,6.1,S,L,6.1,S,L,6.86,S,L,7,S,L,NA,7.4,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4300,-128.5,-510,ACRU,8.38,S,L,9.14,S,L,11.94,S,L,13.5,I,L,NA,14.6,I,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4301,-125,-519.5,QURU,6.1,S,L,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4302,-124,-538,QURU,19.05,CD,L,19.81,I,L,20.32,NA,D,18,NA,RB,NA,NA,NA,RB,27,200,D3,1991: FUNGUS ON BOLE; 2001: D2; 27.8'; 200 DEG,dry,Moderate,0
SW51,1991,4303,-123,-501,CADE,30.48,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,G,NA,NA,NA,? IF SPECIES IS CH; 1991: D3; 2001: D3,dry,Moderate,0
SW51,1991,4304,-123,-504.5,QURU,24.13,D,L,25.4,CD,L,28.19,CD,L,29.8,CD,L,NA,30.3,CD,L,NA,NA,NA,1991: HEAVY SKELETONIZING,dry,Moderate,0
SW51,1991,4305,-123,-518,QURU,19.56,D,L,21.59,CD,L,26.92,CD,L,30.6,CD,L,NA,34.8,CD,L,NA,NA,NA,1991: SKELETONIZING,dry,Moderate,0
SW51,1991,4306,-122.5,-576,CADE,30.48,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4307,-122.5,-590.5,PIST,10.16,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: D3,dry,Moderate,0
SW51,1991,4308,-122.5,-591.5,BELE,5.84,S,L,7.62,S,L,11.43,S,L,13.6,S,L,NA,15.4,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4309,-122,-533,ACRU,10.67,S,L,11.68,S,L,13.97,S,L,14.4,S,L,NA,15.3,S,L,NA,NA,NA,1991: SOME DEAD BRANCHES; 2001: SOME DEAD BRANCHES; 2011: TRUNK SPROUTS,dry,Moderate,0
SW51,1991,4310,-121,-534,ACRU,38.1,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1991: D3; 2001: D3,dry,Moderate,0
SW51,1991,4311,-121,-586,QURU,31.75,CD,L,33.78,CD,L,39.37,CD,L,42.4,CD,L,NA,45.7,CD,L,NA,NA,NA,1991: HEAVY SKELETONIZING,dry,Moderate,0
SW51,1991,4312,-120.5,-584,BELE,8.89,S,L,9.4,S,L,10.92,S,L,11.9,S,L,NA,12.7,S,L,NA,NA,NA,1991: STEM FLOW COLLECTOR 2.5FT. UP,dry,Moderate,0
SW51,1991,4313,-118,-528,UNK,30.48,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4314,-117.5,-515,ACRU,5.08,S,L,5.08,S,L,5.08,S,L,5,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: TOP BRANCHES DEAD; 2001: BOLE STILL ATTACHED; CAUGHT IN ACRU; LEANING ~NE; 2011: BOLE UNCERTAIN; STUMP GONE;  COND91 CHANGED FROM M TO L,dry,Moderate,0
SW51,1991,4315,-117.5,-527,QURU,13.46,I,L,13.46,I,L,12.7,NA,SN,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT 1FT.; 290DEG. 38FT.; D1; 2001: 24.5'; (FIRST 10' ARE MISSING); 285 DEG; D2,dry,Moderate,0
SW51,1991,4316,-116.5,-501,ACRU,6.6,S,L,6.86,S,L,6.86,S,L,7,NA,D,NA,NA,NA,SN,NA,NA,D3,2001: D1; 2011: STUMP ONLY,dry,Moderate,0
SW51,1991,4317,-116,-509.5,ACRU,6.86,S,L,6.86,S,L,7.11,S,L,7.4,S,L,NA,NA,NA,SN,7.1,268,D3,2011: PARTLY BURIED,dry,Moderate,0
SW51,1991,4318,-115.5,-503,ACRU,5.84,S,L,6.1,S,L,6.86,S,L,7.1,S,L,NA,7,S,L,NA,NA,NA,2011: TOP DEAD,dry,Moderate,0
SW51,1991,4319,-115,-571,ACRU,11.18,S,L,11.18,S,L,11.43,S,L,11.3,S,L,NA,11.3,S,L,NA,NA,NA,SHARES BASE WITH 171;142; 2001: SOME DEAD BRANCHES; 2011: TOP DEAD,dry,Moderate,0
SW51,1991,4320,-114.5,-512,ACRU,10.16,I,L,10.41,S,L,10.92,S,L,11.2,S,L,NA,11.5,S,L,NA,NA,NA,2001: SOME DEAD BRANCHES,dry,Moderate,0
SW51,1991,4321,-114.5,-571,ACRU,8.89,S,L,9.14,S,L,8.89,S,L,8,NA,SN,NA,NA,NA,SN,NA,NA,D2,SHARES BASE WITH 170;142; 2001: SNAPPED AT ~5.5'; BOLE REMOVED ~4' S; 14'; D2; 95 DEG; 2011: SNAP AT 4'; BOLE GONE,dry,Moderate,0
SW51,1991,4322,-114.5,-576,PIST,4.06,S,L,4.83,S,L,5.08,NA,RB,NA,NA,RB,NA,NA,NA,G,NA,NA,NA,1991: NO BARK; 235DEG. 9.5FT.; 2001: D2 STUMP ONLY,dry,Moderate,0
SW51,1991,4323,-114.5,-591,QURU,22.61,CD,L,23.62,CD,L,24.89,CD,L,26.2,CD,L,NA,27,CD,L,NA,NA,NA,1991: HEAVY SKELETONIZING,dry,Moderate,0
SW51,1991,4324,-114,-509,QURU,23.62,D,L,25.91,CD,L,31.24,CD,L,34.9,CD,L,NA,39.2,CD,L,NA,NA,NA,1991: SKELETONIZING,dry,Moderate,0
SW51,1991,4325,-114,-541,PIST,10.16,S,L,NA,NA,D,10.16,NA,SN,12,NA,SN,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; 324DEG. 19.5FT.; NO BARK AT DBH; D1; 2001: 18'; D2; PARTLY BURIED; 316 DEG,dry,Moderate,0
SW51,1991,4326,-118.5,-587.5,BELE,5.84,S,L,6.6,S,L,8.38,S,L,9.3,S,L,NA,9.9,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4327,-113.5,-589.5,QURU,21.59,CD,L,22.86,CD,L,26.42,CD,L,28.8,CD,L,NA,31.9,CD,L,NA,NA,NA,1991: HEAVY SKELETONIZING,dry,Moderate,0
SW51,1991,4328,-113,-542,QURU,25.15,CD,L,27.69,CD,L,31.24,CD,L,33.9,CD,L,NA,37.2,CD,L,NA,NA,NA,1991: SKELETONIZING,dry,Moderate,0
SW51,1991,4329,-112.5,-504,PIST,76.2,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1991: D2-3; 2001: D3,dry,Moderate,0
SW51,1991,4330,-112.5,-576,PIST,4.06,S,L,4.32,S,L,5.08,NA,RB,5,NA,RB,NA,NA,NA,G,NA,NA,NA,1991: NO BARK; D1; 264DEG. 14.4FT.; 2001: 10'; 249 DEG; D2,dry,Moderate,0
SW51,1991,4331,-112.5,-587,PIST,30.48,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: D3,dry,Moderate,0
SW51,1991,4332,-112,-551.5,ACRU,9.65,S,L,10.41,S,L,13.46,S,L,14.7,S,L,NA,15.3,S,L,NA,NA,NA,1991: SHARES BASE WITH 178;101; 2001: SOME DEAD BRANCHES,dry,Moderate,0
SW51,1991,4333,-112,-561,QURU,17.53,S,L,17.78,S,L,15.24,NA,SN,15,NA,SN,NA,13.4,NA,SN,26.3,278,D3,1991: SNAP AT 1.5FT.; MISSING BARK; 289DEG. 35.4FT.; 2001: 35'; 278 DEG; D2; 2011: PARTLY BURIED,dry,Moderate,0
SW51,1991,4334,-111.5,-509,ACRU,9.65,I,L,10.16,S,L,11.68,S,L,12.8,I,L,NA,14,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4335,-116.5,-584.5,CADE,10.16,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4336,-111,-533,PIST,30.48,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4337,-111,-550.5,ACRU,6.35,S,L,6.6,S,L,7.37,S,L,8.3,S,L,NA,8.5,S,L,NA,NA,NA,1991: SHARES BASE WITH 176;103; WOUND AT 3-3.5FT. ON SW SIDE; 2011: TOP SNAPPED,dry,Moderate,0
SW51,1991,4338,-110.5,-536,QURU,28.19,D,L,30.23,CD,L,35.31,CD,L,38,CD,L,NA,40.2,CD,L,NA,NA,NA,BAND ON MAY 13; 1969; 1991: BAND GONE; HEAVY SKELETONIZING,dry,Moderate,0
SW51,1991,4339,-110.5,-582,PIST,4.83,S,L,5.08,S,L,5.08,NA,RB,4,NA,RB,NA,NA,NA,G,NA,NA,NA,1991: MISSING BARK; 284DEG. 16FT.; D1; 2001: 10.2'; 272 DEG; D2,dry,Moderate,0
SW51,1991,4340,-110,-523.5,ACRU,12.45,S,L,13.72,S,L,16,I,L,17.1,I,L,NA,18.3,I,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4341,-109.5,-581,ACRU,13.97,S,L,14.73,S,L,16.51,I,L,17.5,S,L,NA,19.1,S,L,NA,NA,NA,1991: MEASURED ABOVE SWELLING,dry,Moderate,0
SW51,1991,4342,-109.5,-583,ACRU,6.86,S,L,7.37,S,L,7.37,S,L,7.7,S,L,NA,7.8,S,L,NA,NA,NA,2001: SOME DEAD BRANCHES,dry,Moderate,0
SW51,1991,4343,-109,-588,ACRU,5.08,S,L,NA,NA,NA,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 182;177,dry,Moderate,0
SW51,1991,4344,-109,-588.5,ACRU,5.33,NA,L,NA,NA,NA,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,SHARES BASE WITH 182;176; CAN69 NOT RECORDED,dry,Moderate,0
SW51,1991,4345,-108,-502,ACRU,8.64,S,L,8.64,S,L,7.62,NA,SN,7,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: SNAP AT BASE; NO BARK; LEANING W ON 168;6; D1; BOLE IN PLOT SW41; 2001: 9'; D2; 267 DEG; BOLE GOES STRAIGHT UP WHEN MEETS BELE; 2011: BOLE BURIED,dry,Moderate,0
SW51,1991,4346,-108,-563,QURU,30.23,CD,L,31.75,CD,L,34.54,CD,L,36.4,CD,L,NA,38.3,CD,L,NA,NA,NA,BAND ON MAY 13; 1969; 1991: BAND HAS FALLEN ON GROUND; HEAVY SKELETONIZING,dry,Moderate,0
SW51,1991,4347,-108,-578,ACRU,8.13,S,D,NA,NA,D,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4348,-107.5,-506.5,ACRU,7.87,S,L,8.89,S,L,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4349,-107,-509,UNK,30.48,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4350,-107,-516,ACRU,8.89,I,L,9.4,I,L,10.92,S,L,11.3,S,L,NA,11.7,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4351,-106,-568,QURU,10.16,S,ST,NA,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: D3,dry,Moderate,0
SW51,1991,4352,-105.5,-592,CADE,30.48,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: D3,dry,Moderate,0
SW51,1991,4353,-105,-554.5,ACRU,6.86,S,L,6.86,S,L,7.62,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; D2; MISSING BARK; 29DEG. 18.3FT.,dry,Moderate,0
SW51,1991,4354,-104.5,-562,ACRU,NA,NA,NA,7.87,S,L,8.13,S,L,8,NA,D,NA,7.6,NA,SN,17.2,314,D2,2001: D1,dry,Moderate,0
SW51,1991,4355,-104,-536,ACRU,8.64,S,L,9.4,S,L,10.41,S,L,10.5,S,L,NA,10.5,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4356,-103,-563,QUAL,6.1,NA,ST,NA,NA,ST,NA,NA,G,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4357,-102,-557,PIST,50.8,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1991: D3; 2001: D3,dry,Moderate,0
SW51,1991,4358,-101,-559,QURU,32.51,CD,L,34.29,CD,L,39.12,CD,L,41.8,CD,L,NA,44.6,CD,L,NA,NA,NA,1991: SKELETONIZING,dry,Moderate,0
SW51,1991,4359,-100.5,-551.5,ACRU,7.11,S,L,7.37,S,L,7.62,NA,SN,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1991: SNAP AT BASE; 3DEG. 9.2FT.; NO BARK; D1-2,dry,Moderate,0
SW51,1991,4360,-100.5,-591.5,ACRU,5.08,S,L,5.84,S,L,6.6,S,L,7,S,L,NA,7,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4361,-116,-503,BELE,NA,NA,NA,NA,NA,NA,5.84,S,L,7,S,L,NA,7.2,S,L,NA,NA,NA,2001: TOP SNAPPED; 2011: TRUNK AND BASAL SPROUTS,dry,Moderate,0
SW51,1991,4362,-109,-511,ACRU,NA,NA,NA,NA,NA,NA,6.6,S,L,5,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: SCAR ON NE SIDE 4-5FT.; 2001: 25'; SNAP AT ~1'; D2 AND BURIED; 27 DEG; 2011: STUMP ONLY,dry,Moderate,0
SW51,1991,4363,-148,-534.5,FAGR,NA,NA,NA,NA,NA,NA,6.6,S,L,7.8,S,L,NA,9.6,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4364,-163.5,-514,FAGR,NA,NA,NA,NA,NA,NA,5.08,S,L,7.6,S,L,NA,8.5,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4365,-163,-514.5,FAGR,NA,NA,NA,NA,NA,NA,5.33,S,L,6.5,S,L,NA,7.8,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4366,-162.5,-514,FAGR,NA,NA,NA,NA,NA,NA,6.35,S,L,6.6,S,L,NA,7.5,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4367,-175,-548.5,BELE,NA,NA,NA,NA,NA,NA,6.86,S,L,8.9,S,L,NA,11.2,S,L,NA,NA,NA,2011: TRUNK AND BASAL SPROUTS,dry,Moderate,0
SW51,1991,4368,-179,-530,ACRU,NA,NA,NA,NA,NA,NA,6.35,S,L,7,NA,SN,NA,NA,NA,SN,NA,NA,D3,1991: SCAR AT 4-5FT. ON N SIDE; 2001: SPROUTS AT BASE; CROWN STILL ATTACHED; GOING ~S; SNAPPED AT ~8'; 2011: STUMP WITH SPROUTS,dry,Moderate,0
SW51,1991,4369,-182,-521,BELE,NA,NA,NA,NA,NA,NA,5.59,S,L,6.2,S,L,NA,6.4,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4370,-185,-577,ACRU,NA,NA,NA,NA,NA,NA,5.33,S,L,6,S,L,NA,6.2,S,L,NA,NA,NA,2011: TOP DEAD,dry,Moderate,0
SW51,1991,4371,-170.5,-595.5,BELE,NA,NA,NA,NA,NA,NA,5.33,S,L,6.9,S,L,NA,8.2,S,L,NA,NA,NA,1991: GROWING ON OLD WP STUMP,dry,Moderate,0
SW51,1991,4372,-171.5,-568.5,FAGR,NA,NA,NA,NA,NA,NA,6.1,S,L,8.8,S,L,NA,11.8,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4373,-100.5,-562.5,ACRU,NA,NA,NA,NA,NA,NA,6.1,S,L,7.8,S,L,NA,9.4,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4374,-100.5,-553,ACRU,NA,NA,NA,NA,NA,NA,5.08,S,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4375,-149,-597.5,ACRU,NA,NA,NA,NA,NA,NA,6.35,S,L,7.3,S,L,NA,8.5,S,L,NA,NA,NA,NA,dry,Moderate,0
SW51,1991,4376,-114.5,-598,ACRU,NA,NA,NA,NA,NA,NA,5.59,S,L,5.9,S,L,NA,6.3,S,L,NA,NA,NA,2001: TOP DEAD,dry,Moderate,0
SW51,1991,4377,-141,-591.5,BEAL,NA,NA,NA,NA,NA,NA,6.86,S,L,7.5,S,L,NA,8.7,S,L,NA,NA,NA,2001: LEADER DEAD; 2011: TRUNK AND BASAL SPROUTS,dry,Moderate,0
SW52,1992,4378,-296.5,-551.5,UNK,6.6,S,L,6.6,S,L,10.41,S,L,NA,NA,D,NA,NA,NA,G,NA,NA,NA,2001: STUMP ONLY D3,dry,Low,0
SW52,1992,4379,-296,-594.5,ACRU,25.91,D,L,27.18,CD,L,31.75,D,L,33.1,CD,L,NA,35.9,CD,L,NA,NA,NA,NA,dry,Moderate,1
SW52,1992,4380,-295,-516.5,ACRU,14.99,I,L,16.76,I,L,19.81,I,L,20.5,I,L,NA,21.4,I,L,NA,NA,NA,NA,wet,Low,0
SW52,1992,4381,-294.5,-530.5,ACRU,19.81,I,L,19.3,I,L,20.32,S,L,21,S,L,NA,21.3,S,L,NA,NA,NA,1969:TREE NO. 108; BAND ON 1962; ? IF DBH IS CORRECT.,wet,Low,0
SW52,1992,4382,-294.5,-544.5,BEAL,5.33,S,L,5.59,S,L,6.1,S,L,6.5,S,L,NA,7,S,L,NA,NA,NA,NA,wet,Low,0
SW52,1992,4383,-294.5,-551.5,QURU,28.19,D,L,30.23,CD,L,34.54,CD,L,36.1,CD,L,NA,39.4,CD,L,NA,NA,NA,NA,dry,Low,0
SW52,1992,4384,-294.5,-569.5,ACRU,22.86,I,L,23.37,S,L,23.62,I,L,24.1,NA,D,NA,21.6,NA,SN,15.8,230,D2,2001: D1; 2011: DRAGGED ACROSS ROAD TO 4393 STUMP,dry,Low,1
SW52,1992,4385,-293,-560,PIST,50.8,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,ST,NA,NA,NA,ST,NA,NA,D3,1992:D3; YB SAPLING GROWING ON STUMP; 2001: D3,dry,Low,0
SW52,1992,4386,-292.5,-521,ACRU,14.48,I,L,14.73,I,L,14.99,S,L,15,NA,SN,NA,NA,NA,SN,NA,NA,D3,1992:TOP IS DEAD; 2001: SNAP AT 2M; D2; 33.3'; 138 DEG; 2011: STUMP ONLY,moist,Low,0
SW52,1992,4387,-292.5,-556,ACRU,10.67,S,L,11.18,S,L,11.18,S,L,11.5,S,L,NA,12.1,S,L,NA,NA,NA,NA,dry,Low,0
SW52,1992,4388,-290,-569.5,ACRU,18.8,I,L,19.56,S,L,20.57,S,L,21.4,S,L,NA,22.6,I,L,NA,NA,NA,NA,dry,Low,1
SW52,1992,4389,-287,-596.5,BEAL,6.1,S,L,6.35,S,L,10.92,S,L,12.9,S,L,NA,14.4,S,L,NA,NA,NA,NA,dry,Moderate,1
SW52,1992,4390,-285.5,-594.5,ACRU,27.43,D,L,27.94,CD,L,29.21,CD,L,29.5,CD,L,NA,30.1,I,L,NA,NA,NA,2011: TOP DEAD,dry,Moderate,1
SW52,1992,4391,-284.5,-544,ACRU,14.22,I,L,15.24,I,L,17.27,I,L,18.5,I,L,NA,18.9,S,L,NA,NA,NA,2011: BASAL AND TRUNK SPROUTS,wet,Low,0
SW52,1992,4392,-283.5,-595.5,ACRU,7.37,S,L,NA,NA,D,NA,NA,D,NA,NA,G,NA,NA,NA,G,NA,NA,NA,1992:D3,dry,Moderate,1
SW52,1992,4393,-281.5,-575,ACRU,26.92,CD,L,28.45,CD,L,27.18,I,L,24,NA,ST,NA,NA,NA,ST,30.5,140,D2,1992: SHARES BASE WITH 37;154; LARGE DEAD BRANCH; 2001: CUT; D2; 29.9'; 140 DEG; 2011: STUMP D3,dry,Moderate,1
SW52,1992,4394,-281.5,-577,ACRU,16.76,S,L,17.53,S,L,NA,NA,D,NA,NA,SN,NA,NA,NA,G,NA,NA,NA,1992:D3:SHARES BASE WITH 37;150; 2001: D3 STUMP ONLY; CHANGED COND01 D TO SN,dry,Moderate,1
SW52,1992,4395,-281,-543.5,ACRU,7.37,S,L,8.38,S,L,NA,NA,D,NA,NA,D,NA,NA,NA,SN,NA,NA,D3,1992:D3; RM SPROUTS; 2001: STUMP ONLY D3; SPROUT; 2011: STUMP ONLY W/ SPROUT,wet,Low,0
SW52,1992,4396,-278.5,-524,ACRU,13.97,S,L,14.48,S,L,15.49,S,L,17.5,S,L,NA,16.7,S,L,NA,NA,NA,NA,moist,Low,0
SW52,1992,4397,-278,-541.5,ACRU,11.43,S,L,11.68,S,L,13.97,S,L,14.8,S,L,NA,16.6,S,L,NA,NA,NA,2011: DBH ABOVE BEND,moist,Low,0
