plot,tree no.,species,DBH1979,Cnpy1979,rem1979,DBH1983,Cnpy1983,rem1983,DBH1989,Cnpy1989,rem1989,DBH1994,Cnpy1994,rem1994,DBH1999,Cnpy1999,rem1999,DBH2009,Cnpy2009,rem2009
B0,772,78,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0,1.9,4,0
B0,801,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4,0
B0,689,66,0,0,0,0,0,0,1.1,4,0,1.6,4,38,1.5,4,38,0,0,9
B0,733,78,0,0,0,0,0,0,0,0,0,1.1,4,0,1.5,4,0,0,0,9
B0,212,79,13.9,2,0,14.8,2,0,15.9,2,0,17,2,0,17.8,2,1,19.1,2,1
B-3,213,76,1.7,4,1,1.7,4,8,2,4,1,0,0,9,0,0,0,0,0,0
B-3,214,76,3.6,4,8,4,4,0,4.3,4,0,0,0,9,0,0,0,0,0,0
B-3,215,76,1,4,0,1.1,4,8,0,0,9,0,0,0,0,0,0,0,0,0
B-3,216,40,20.5,2,0,20.9,2,0,21.4,2,0,0,0,9,0,0,0,0,0,0
B-3,217,76,3.9,4,8,4.3,4,8,4.6,4,8,0,0,9,0,0,0,0,0,0
B-3,218,76,2.2,4,8,2.6,4,8,2.6,4,38,0,0,9,0,0,0,0,0,0
B-3,219,76,1.6,4,8,1.6,4,8,0,0,9,0,0,0,0,0,0,0,0,0
B-3,220,76,3.3,4,0,3.4,4,0,3.4,4,0,3.5,4,13,0,0,9,0,0,0
B-3,641,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
B-3,642,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,4,0
B-3,221,66,12.1,2,0,13.5,2,0,14.9,2,0,16.3,2,1,17.9,2,1,21.1,2,1
B-3,643,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
B-3,621,76,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,0,4.3,3,0
B-3,222,76,1.4,4,81,1.5,4,8,1.6,4,8,1.7,4,21,0,0,9,0,0,0
B-3,223,76,2.4,4,8,2.7,4,8,2.8,4,8,3,4,1,3.7,4,0,5.2,4,0
B-3,622,76,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0,2.1,4,0
B-3,623,28,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.2,4,3
B-3,224,66,12.4,2,0,13.2,2,0,14,2,0,14.7,2,0,15.5,2,0,17.3,2,0
B-3,225,76,2.4,4,81,2.8,4,8,3,4,8,3.1,4,0,4.2,4,1,5.3,4,1
B-3,226,76,1.9,4,813,2.1,4,83,0,0,9,0,0,0,0,0,0,0,0,0
B-3,227,76,2.9,4,0,3.3,4,0,3.5,4,0,0,0,9,0,0,0,0,0,0
B-3,624,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.3,4,0
B-3,644,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8
B-3,228,76,5,4,81,5.2,4,0,5.3,4,1,5.6,4,1,6.2,4,1,7,4,1
B-3,534,76,0,0,0,1.1,4,0,1.4,4,0,1.5,4,1,1.8,4,1,2.1,4,1
B-3,229,66,16.2,3,4,17,2,0,17.8,2,0,18.8,2,1,19.7,2,1,20.6,2,1
B-3,230,76,7.3,4,0,7.8,4,0,8.4,4,0,9.3,4,1,10.3,4,1,11.8,4,1
B-3,231,49,18.4,2,0,19.6,2,0,20.8,2,0,21.6,2,0,22.8,2,0,24.8,2,0
B-3,535,76,0,0,0,1.2,4,0,1.4,4,0,1.6,4,13,1.8,4,13,2,4,13
B-3,232,28,2.6,4,8,2.7,4,8,2.6,4,8,2.7,4,0,2.8,4,0,3.1,4,0
B-3,233,76,1.1,4,8,1.4,4,8,1.4,4,8,1.5,4,0,0,0,9,0,0,0
B-3,234,76,2.6,4,8,3.2,4,8,3.3,4,8,3.6,4,1,4.2,4,1,5.6,4,1
B-3,536,76,0,0,0,1.2,4,0,1.4,4,1,1.7,4,1,2,4,0,2.4,4,0
B-3,235,66,15.1,2,0,16.1,2,0,17.4,2,0,18.6,2,0,19.5,2,0,21.4,2,0
B-3,236,76,1.2,4,0,1.4,4,0,1.4,4,0,1.4,4,0,1.6,4,0,1.7,4,0
B-3,237,66,8.4,3,2,8.8,3,0,9.1,3,3,9.4,3,3,9.8,4,32,0,0,9
B-3,238,76,1.1,4,8,1.3,4,8,1.4,4,18,1.7,4,1,2.2,4,1,3.2,4,1
B-3,625,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.3,4,0
B-3,239,76,3.2,4,8,3.9,4,8,4.2,4,8,4.7,4,1,5.7,4,1,6.8,4,1
B-3,17,76,1,4,1,1.1,4,2,0,0,9,0,0,0,0,0,0,0,0,0
B-3,240,76,3.7,4,1,3.9,4,3,4,4,3,4.1,4,3,4.3,4,31,0,0,9
B-3,241,76,25.6,2,1,26.2,2,0,27.5,2,1,28,2,1,29.5,2,1,31.7,2,1
B-3,242,76,1.8,4,8,2.1,4,8,2.3,4,8,2.6,4,0,3.6,4,0,5,4,0
B-3,243,76,1.3,4,0,1.5,4,8,1.5,4,1,0,0,9,0,0,0,0,0,0
B-3,244,49,1,4,0,1.1,4,8,1.2,4,38,0,0,9,0,0,0,0,0,0
B-3,626,76,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,0,2.4,4,0
B-3,537,76,0,0,0,1.1,4,8,1.3,4,8,1.6,4,123,0,0,9,0,0,0
B-3,538,76,0,0,0,1.2,4,8,1.3,4,0,1.4,4,132,0,0,9,0,0,0
B-3,245,40,24.8,2,0,25.8,2,0,26.7,2,0,0,0,9,0,0,0,0,0,0
B-3,146,76,1.1,4,812,1.2,4,8,1.3,4,1,0,0,9,0,0,0,0,0,0
B-3,246,79,3.6,4,812,3.7,4,28,3.8,4,18,3.9,4,1,4.6,4,12,6,4,1
B-3,247,76,4.3,4,1,4.9,4,0,5.5,4,1,6,4,1,10.2,4,1,0,0,9
B-3,248,76,4.1,4,81,4.3,4,8,4.4,4,1,0,0,9,0,0,0,0,0,0
B-3,160,76,1.7,4,3,1.8,4,3,0,0,9,0,0,0,0,0,0,0,0,0
B-3,249,76,1.4,4,82,1.6,4,8,1.6,4,0,0,0,9,0,0,0,0,0,0
B-3,250,76,1.5,4,1,1.6,4,8,0,0,9,0,0,0,0,0,0,0,0,0
B-3,251,79,6.2,4,1,6.7,4,0,7,4,0,7,4,123,0,0,9,0,0,0
B-3,252,76,1.6,4,8,1.6,4,8,1.7,4,18,0,0,9,0,0,0,0,0,0
B-3,253,76,5.3,4,1,6,4,0,6.6,4,0,6.6,4,1,0,0,9,0,0,0
B-3,254,76,1.5,4,81,1.8,4,8,1.9,4,0,2,4,0,3.1,4,0,5,4,12
B-3,255,29,5.9,4,81,6.1,4,8,0,0,9,0,0,0,0,0,0,0,0,0
B-3,256,76,1.8,4,0,2.2,4,0,2.4,4,0,2.4,4,0,2.9,4,0,4.2,3,0
B-3,257,40,10.3,2,0,10.9,3,0,11.7,3,0,12.5,2,0,13.7,2,0,16.4,2,0
B-3,258,79,1.4,4,81,1.5,4,8,0,0,9,0,0,0,0,0,0,0,0,0
B-3,627,76,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,0,2.9,4,0
B-3,628,76,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0,1.6,4,3
B-3,609,76,0,0,0,0,0,0,0,0,0,1,4,0,1.6,4,0,2.9,3,0
B-3,629,76,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,0,2.8,3,0
B-3,630,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.7,4,1
B-3,645,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4,0
B-3,259,76,5.3,4,81,6,4,8,6.1,4,8,6.6,3,0,7.6,3,1,0,0,9
B-3,610,76,0,0,0,0,0,0,0,0,0,1,4,0,1.3,4,0,2,4,0
B-3,611,76,0,0,0,0,0,0,0,0,0,1.1,4,0,1.2,4,0,1.8,4,8
B-3,480,28,1.1,4,81,1.2,4,8,1.3,4,81,0,0,9,0,0,0,0,0,0
B-3,260,28,1.3,4,1,1.4,4,0,1.6,4,8,1.8,4,0,2.6,4,0,3.4,4,3
B-3,539,76,0,0,0,1,4,8,1.6,4,81,2.2,4,1,3.4,4,1,5.7,3,1
B-3,646,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1
B-3,540,76,0,0,0,1.1,4,8,1.2,4,8,1.3,4,1,1.4,4,1,0,0,9
B-3,261,28,1,4,0,1.1,4,8,1,4,38,0,0,9,0,0,0,0,0,0
B-3,262,76,1,4,82,1.3,4,0,1.4,4,1,1.7,4,1,2.3,4,0,3.5,3,0
B-3,193,28,1,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,647,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0
B-3,263,79,2.5,4,1,2.9,4,0,3.3,4,1,3.9,4,0,5,3,0,7.1,3,0
B-3,264,79,1.2,4,8,1.2,4,8,1.2,4,8,0,0,9,0,0,0,0,0,0
B-3,265,76,30.2,2,1,30.9,1,0,31.6,2,1,0,0,9,0,0,0,0,0,0
B-3,612,76,0,0,0,0,0,0,0,0,0,1.2,4,3,1.7,4,3,2.9,4,0
B-3,648,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,0
B-3,649,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,0
B-3,650,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,4,0
B-3,651,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4,1
B-3,266,84,6.2,4,81,6.5,4,8,6.6,4,8,7,3,0,7.9,3,0,9.5,3,0
B-3,613,84,0,0,0,0,0,0,0,0,0,1.2,4,0,1.5,4,3,0,0,9
B-3,267,84,3.9,4,0,4,4,0,4.1,4,8,4.3,4,0,5.1,4,0,6,4,0
B-3,268,79,1.5,4,8,1.6,4,8,1.6,4,138,0,0,9,0,0,0,0,0,0
B-3,269,79,2.2,4,8,2.4,4,8,2.5,4,81,2.7,4,18,3.3,4,1,4.2,4,0
B-3,270,28,1.6,4,0,1.7,4,0,1.8,4,1,2,4,1,2.3,4,1,2.8,4,1
B-3,614,76,0,0,0,0,0,0,0,0,0,1,4,0,1.3,4,0,1.6,4,0
B-3,271,76,14.2,3,0,14.3,3,0,14.4,3,1,14.5,3,2,0,0,9,0,0,0
B-3,272,76,1.1,4,8,1.6,4,8,1.8,4,8,2,4,0,2.4,4,0,3.2,4,0
B-3,273,29,3,4,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,601,76,0,0,0,0,0,0,1,4,8,1.2,4,0,1.6,4,0,2.4,4,0
B-3,631,76,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,0,1.5,4,0
B-3,274,76,3,4,8,3.5,4,8,3.6,4,8,4,4,0,4.4,4,0,5.4,3,0
B-3,275,40,8.8,4,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,652,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
B-3,276,76,3.5,4,8,3.9,4,0,4.1,4,0,4.3,4,0,4.8,4,0,6.3,3,0
B-3,277,91,2.9,4,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,632,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.1,4,1
B-3,278,28,4.5,4,0,4.8,4,0,4.9,4,0,5,4,0,5.3,4,0,5.9,4,0
B-3,208,76,1,4,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,279,76,1.2,4,8,1.4,4,8,1.5,4,8,1.6,4,18,1.8,4,18,2.1,4,1
B-3,280,79,3,4,81,3.2,4,0,3.3,4,0,3.4,4,1,3.8,4,1,4.4,4,12
B-3,281,76,1.4,4,8,1.7,4,8,1.7,4,8,1.8,4,0,1.9,4,1,2.2,4,13
B-3,282,40,7.2,4,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,283,76,2.3,4,1,2.4,4,2,0,0,9,0,0,0,0,0,0,0,0,0
B-3,284,76,1.3,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,285,76,1.2,4,1,1.5,4,0,1.6,4,0,1.8,4,0,1.8,4,1,0,0,9
B-3,286,76,2.4,4,0,2.7,4,8,2.8,4,0,2.9,4,0,3.1,4,0,4,4,0
B-3,287,34,25.4,2,0,25.6,2,0,26,2,3,26.4,2,3,27.3,2,3,27.5,2,3
B-3,288,76,2.1,4,81,2.2,4,8,2.3,4,1,2.4,4,1,2.7,4,1,3.3,4,1
B-3,289,76,1.3,4,12,1.4,4,2,0,0,9,0,0,0,0,0,0,0,0,0
B-3,290,76,1.4,4,8,1.6,4,8,1.5,4,1,0,0,9,0,0,0,0,0,0
B-3,541,76,0,0,0,1.1,4,0,0,0,9,0,0,0,0,0,0,0,0,0
B-3,291,49,1.2,4,8,1.5,4,8,1.6,4,2,1.6,4,2,1.7,4,0,0,0,9
B-3,602,76,0,0,0,0,0,0,1.1,4,8,1.1,4,0,1.3,4,0,1.5,4,0
B-3,542,76,0,0,0,1.1,4,0,1.2,4,0,1.3,4,0,1.3,4,0,1.7,4,0
B-3,137,84,1,4,1,1.3,4,0,1.4,4,0,1.7,4,0,1.9,4,38,2,4,13
B-3,292,76,2.2,4,0,2.6,4,0,2.6,4,0,2.8,4,0,3.1,4,0,4,4,0
B-3,293,76,1.1,4,8,1.2,4,38,0,0,9,0,0,0,0,0,0,0,0,0
B-3,633,28,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4,0,1.6,4,0
B-3,294,79,12.4,3,0,13.4,2,0,14.3,2,0,15.3,2,0,16.5,2,0,19,2,0
B-3,615,49,0,0,0,0,0,0,0,0,0,1,4,0,1.3,4,0,0,0,9
B-3,653,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3
B-3,295,76,1.4,4,1,1.6,4,0,2,4,0,2,4,0,2.2,4,0,2.7,4,0
B-3,296,76,2.8,4,81,3.4,4,8,3.8,4,8,3.8,4,213,0,0,9,0,0,0
B-3,297,76,1.1,4,8,1.5,4,0,1.5,4,2,1.5,4,21,0,0,9,0,0,0
B-3,298,28,6.5,4,2,6.8,4,0,7,4,1,7.2,4,1,7.6,4,1,8,4,0
B-3,299,76,3.7,4,8,4.2,4,8,4.5,4,0,4.7,4,0,5,4,0,5.5,4,0
B-3,603,84,0,0,0,0,0,0,1,4,1,1.3,4,13,1.3,4,13,0,0,9
B-3,300,76,2.2,4,8,2.8,4,0,3,4,0,3.3,4,0,3.3,4,0,3.5,4,2
B-3,1,76,1.7,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,2,76,1.3,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,604,49,0,0,0,0,0,0,1.1,4,0,1.4,4,0,1.6,4,0,0,0,9
B-3,616,76,0,0,0,0,0,0,0,0,0,1.1,4,0,1.1,4,0,1.3,4,1
B-3,3,79,3.4,4,81,4.2,4,8,4.4,4,8,4.6,4,0,5,4,1,5.5,4,1
B-3,195,28,1,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,605,49,0,0,0,0,0,0,1,4,0,1.3,4,0,1.5,4,1,0,0,9
B-3,543,76,0,0,0,1.1,4,8,1,4,8,1.1,4,0,1.2,4,0,0,0,9
B-3,4,76,1.7,4,81,1.8,4,0,1.8,4,8,1.8,4,1,1.9,4,1,2.2,4,1
B-3,5,28,2.1,4,0,2.2,4,0,2.5,4,1,2.6,4,1,2.9,4,1,3.9,4,0
B-3,6,76,30.4,2,0,31.3,1,0,32.3,1,0,33,1,0,33.9,1,0,35.6,2,0
B-3,7,76,2.8,4,1,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0
B-3,8,76,3.1,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,654,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
B-3,9,76,2,4,81,2.2,4,8,2.4,4,81,2.6,4,1,2.8,4,1,3.4,4,1
B-3,10,76,1.4,4,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,11,76,4.5,4,12,4.6,4,8,0,0,9,0,0,0,0,0,0,0,0,0
B-3,12,76,1,4,812,1,4,8,0,0,9,0,0,0,0,0,0,0,0,0
B-3,655,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,1
B-3,13,76,2.7,4,8,2.9,4,8,3,4,8,3.2,4,0,3.5,4,0,4.2,4,0
B-3,14,76,1,4,83,1,4,38,1,4,38,1,4,3,0,0,9,0,0,0
B-3,15,76,1.2,4,8,1.3,4,8,1.4,4,8,1.5,4,8,1.7,4,8,1.9,4,8
B-3,16,76,1.1,4,1,1.1,4,2,0,0,9,0,0,0,0,0,0,0,0,0
B-3,18,76,32.5,2,1,33.2,1,0,34,2,1,34.7,2,1,35.5,2,1,36.7,2,1
B-3,19,76,2.6,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,617,76,0,0,0,0,0,0,0,0,0,1.2,4,0,1.3,4,0,0,0,9
B-3,20,76,1.5,4,82,2,4,8,2,4,0,2.1,4,1,2.1,4,1,0,0,9
B-3,21,79,1.9,4,0,2.3,4,0,2.6,4,0,3,4,0,3.5,4,0,4.5,4,0
B-3,634,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.4,4,0
B-3,22,84,2.8,4,82,3.1,4,8,3.2,4,8,3.5,4,0,3.7,4,8,3.9,4,0
B-3,23,76,1.3,4,8,1.4,4,8,1.4,4,83,1.4,4,138,0,0,9,0,0,0
B-3,24,76,1.6,4,8,1.9,4,8,2.1,4,0,2.1,4,8,2.2,4,3,2.3,4,23
B-3,25,21,9.8,3,1,10.3,3,0,10.6,3,1,0,0,9,0,0,0,0,0,0
B-3,656,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0
B-3,26,84,1.3,4,1,1.7,4,0,2.1,4,1,2.6,4,1,2.9,4,1,3.3,4,1
B-3,27,76,1,4,0,1.3,4,0,1.5,4,0,1.6,4,1,1.6,4,1,1.8,4,1
B-3,28,91,11.3,3,0,12.3,3,0,13.2,3,0,14.2,2,0,15.3,2,0,17.4,2,0
B-3,657,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,3
B-3,544,76,0,0,0,1.2,4,8,1.3,4,8,1.4,4,0,1.5,4,0,1.8,4,0
B-3,30,76,3.1,4,1,3.5,4,0,4.1,4,1,4.6,4,1,5,4,1,5.6,4,1
B-3,618,28,0,0,0,0,0,0,0,0,0,1,4,1,1.2,4,1,1.4,4,13
B-3,31,76,1.5,4,823,1.7,4,8,1.8,4,0,2,4,0,2.1,4,1,2.3,4,1
B-3,32,76,1.3,4,82,1.3,4,38,0,0,9,0,0,0,0,0,0,0,0,0
B-3,33,76,1.2,4,82,1.3,4,38,0,0,9,0,0,0,0,0,0,0,0,0
B-3,34,40,11.4,4,0,11.5,4,0,0,0,9,0,0,0,0,0,0,0,0,0
B-3,545,76,0,0,0,1.1,4,0,1.2,4,0,1.3,4,0,1.5,4,0,1.6,4,0
B-3,35,76,1.3,4,8,1.5,4,8,1.8,4,0,2,4,0,2.3,4,0,2.4,4,0
B-3,606,76,0,0,0,0,0,0,1,4,2,0,0,9,0,0,0,0,0,0
B-3,546,76,0,0,0,1.2,4,8,1.4,4,0,1.6,4,0,1.9,4,0,2.3,4,0
B-3,547,76,0,0,0,1.3,4,0,1.8,4,0,2.3,4,0,2.9,4,0,3.8,4,1
B-3,548,76,0,0,0,1.1,4,0,1.4,4,8,1.6,4,0,1.7,4,0,2.1,4,0
B-3,549,76,0,0,0,1.1,4,0,1.2,4,0,0,0,9,0,0,0,0,0,0
B-3,658,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0
B-3,550,76,0,0,0,1,4,0,1.2,4,0,1.5,4,0,1.7,4,0,2.1,4,0
B-3,36,76,3.8,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,37,76,2.6,4,0,3.1,4,0,3.6,4,0,4,4,0,4.5,4,0,5.7,4,0
B-3,38,28,1,4,82,1,4,8,1.1,4,0,1.3,4,0,1.4,4,0,1.5,4,0
B-3,39,79,4.1,4,8,7.7,4,0,5.2,4,0,5.8,4,0,6.4,4,0,7.6,4,0
B-3,40,40,28.3,2,0,29.7,1,0,31.4,2,0,32.9,2,0,34.5,2,0,37.3,2,0
B-3,41,76,1.6,4,0,2,4,0,2,4,1,0,0,9,0,0,0,0,0,0
B-3,43,21,7.9,4,8,8,4,0,8.1,4,1,0,0,9,0,0,0,0,0,0
B-3,551,28,0,0,0,1.1,4,8,1.4,4,0,2,4,0,2.5,4,0,3.1,4,0
B-3,44,76,3.5,4,8,4.2,4,8,4.7,4,0,5.2,4,0,5.7,4,0,7.7,4,0
B-3,45,76,1,4,81,1.3,4,8,1.5,4,8,1.6,4,81,1.9,4,81,2.2,4,1
B-3,46,76,1,4,8,1.5,4,0,1.7,4,0,1.7,4,1,1.8,4,1,0,0,9
B-3,47,76,2.8,4,2,3,4,0,3.2,4,1,3.8,4,1,4.2,4,1,5.8,4,1
B-3,635,76,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0,1.3,4,1
B-3,636,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.1,4,2
B-3,48,76,1,4,1,1.2,4,8,1.3,4,8,1.5,4,18,1.7,4,1,2,4,1
B-3,49,76,6.1,4,0,6.9,3,3,7.3,3,3,7.8,3,3,8.2,3,3,9,3,3
B-3,619,76,0,0,0,0,0,0,0,0,0,1,4,0,0,0,9,0,0,0
B-3,50,28,4.5,4,8,4.6,4,0,4.9,4,8,5.3,4,0,5.8,4,0,6.3,4,1
B-3,51,76,23.2,2,0,24.4,2,0,25.2,2,0,0,0,9,0,0,0,0,0,0
B-3,52,76,1.7,4,81,1.8,4,8,2,4,8,2.5,4,0,2.8,4,0,3.1,4,0
B-3,53,76,1.6,4,8,1.9,4,8,2.2,4,18,2.2,4,0,2.2,4,0,2.3,4,0
B-3,54,84,13,2,0,13.8,2,0,14.6,2,0,15.5,2,0,16.4,2,0,17.6,2,0
B-3,552,76,0,0,0,1.1,4,8,1.2,4,8,1.4,4,8,1.5,4,1,1.6,4,1
B-3,56,76,2.1,4,0,2.5,4,0,2.7,4,0,3,4,0,3.2,4,0,3.9,4,0
B-3,57,76,2.8,4,812,3.1,4,8,3.2,4,8,3.2,4,0,0,0,9,0,0,0
B-3,607,76,0,0,0,0,0,0,1.2,4,1,1.4,4,1,1.5,4,0,1.6,4,2
B-3,58,76,5.6,4,0,6.6,4,0,7.2,4,0,7.6,4,1,7.8,4,1,8.4,4,1
B-3,59,76,1,4,0,1.2,4,0,1.3,4,0,0,0,9,0,0,0,0,0,0
B-3,60,76,1.9,4,8,2.3,4,8,2.4,4,0,2.5,4,0,2.7,4,0,3.2,4,0
B-3,608,28,0,0,0,0,0,0,1,4,38,0,0,9,0,0,0,0,0,0
B-3,61,76,3.7,4,1,3.8,4,8,3.9,4,38,0,0,9,0,0,0,0,0,0
B-3,637,49,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.1,4,0
B-3,62,76,7.4,4,0,7.7,4,0,8,4,0,8.7,4,0,9.4,4,0,10.9,4,0
B-3,63,76,2.6,4,8,2.9,4,8,2.9,4,8,2.9,4,81,2.9,4,81,2.9,4,81
B-3,64,76,4.6,4,1,5.1,4,0,5.5,4,1,0,0,9,0,0,0,0,0,0
B-3,66,76,1.1,4,2,1.2,4,2,1.3,4,2,1.3,4,2,1.4,4,12,1.5,4,1
B-3,67,21,18.5,2,0,19.2,2,0,19.9,2,0,0,0,9,0,0,0,0,0,0
B-3,659,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4,1
B-3,68,76,2.2,4,8,2.4,4,8,2.5,4,8,2.7,4,0,3,4,0,3.3,4,0
B-3,69,76,1.6,4,8,1.7,4,8,1.9,4,8,2,4,0,2.1,4,1,2.2,4,1
B-3,70,76,6.3,4,0,6.7,4,0,7.2,4,0,7.9,4,0,8.5,4,0,10,4,0
B-3,660,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0
B-3,71,40,23.6,2,0,24.3,2,0,25,2,1,25.3,2,1,26.2,2,1,27.6,2,1
B-3,72,76,1.2,4,8,1.2,4,82,1.2,4,2,0,0,9,0,0,0,0,0,0
B-3,661,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
B-3,73,76,6.8,4,0,7.5,4,0,8.1,4,0,8.7,4,0,9.4,4,0,10.6,4,0
B-3,74,76,3.7,4,0,3.9,4,0,4,4,0,4.1,4,1,4.3,4,1,4.5,4,12
B-3,75,76,3.2,4,8,3.3,4,8,3.4,4,8,3.5,4,1,3.6,4,1,3.9,4,12
B-3,76,40,23,2,1,23.6,2,0,24.4,2,1,25.1,2,1,26,2,1,26,2,0
B-3,77,76,4.9,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,78,76,3.3,4,82,3.8,4,8,4,4,8,4.5,4,0,5,4,0,5.9,4,3
B-3,79,66,14.3,2,0,15.1,3,0,16.2,2,0,17.3,2,0,18.3,2,0,20.6,2,0
B-3,80,66,20.9,2,1,21.8,2,0,23,2,0,24.1,2,0,25.1,2,0,26.7,2,0
B-3,81,76,5.3,4,1,5.6,4,0,5.9,4,0,6,4,0,6.4,4,1,6.9,4,1
B-3,82,40,7.8,4,2,7.8,4,2,0,0,9,0,0,0,0,0,0,0,0,0
B-3,638,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.4,4,0
B-3,83,76,1.3,4,8,1.5,4,8,1.6,4,8,1.6,4,8,1.7,4,1,1.8,4,1
B-3,85,76,2.5,4,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,86,76,2.9,4,81,2.9,4,8,0,0,9,0,0,0,0,0,0,0,0,0
B-3,87,76,11.5,4,0,12.3,4,0,12.9,4,0,13.9,3,0,14.8,3,0,16.3,2,0
B-3,88,71,12.4,2,1,12.8,2,0,13.3,2,0,13.8,2,0,14.3,2,0,14.8,2,1
B-3,89,76,11.1,4,1,11.6,4,0,11.9,4,1,12.5,4,1,13,4,1,13.7,4,1
B-3,90,91,15.7,2,0,16.8,2,0,17.8,2,0,18.6,2,0,19.7,2,0,21.5,2,1
B-3,91,76,5.3,4,8,5.5,4,0,5.5,4,0,5.6,4,0,6,4,0,6.1,4,1
B-3,92,76,11.1,3,0,11.9,3,0,12.6,3,0,13.7,2,0,14.8,2,0,16.4,2,1
B-3,93,76,1,4,0,1.1,4,8,1.5,4,8,0,0,9,0,0,0,0,0,0
B-3,94,21,8,3,0,8.4,3,0,8.8,3,0,0,0,9,0,0,0,0,0,0
B-3,95,21,8.8,3,0,9.4,3,0,9.8,3,0,0,0,9,0,0,0,0,0,0
B-3,96,76,2.7,4,8,2.8,4,3,2.8,4,3,2.9,4,3,3.1,4,3,3.5,4,38
B-3,97,71,9.2,3,0,9.4,3,0,9.6,4,21,0,0,9,0,0,0,0,0,0
B-3,98,76,1.2,4,81,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
B-3,99,76,6.7,4,0,7.3,4,0,7.7,4,0,8.4,4,0,9.8,3,1,12.1,3,0
B-3,662,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0
B-3,639,76,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4,0,3,4,0
B-3,620,76,0,0,0,0,0,0,0,0,0,1,4,2,1.4,4,0,2.3,4,0
