plot,tree no.,species,DBH1979,Cnpy1979,rem1979,DBH1983,Cnpy1983,rem1983,DBH1989,Cnpy1989,rem1989,DBH1994,Cnpy1994,rem1994,DBH1999,Cnpy1999,rem1999,DBH2009,Cnpy2009,rem2009
A-3,143,76,4.9,4,1,5.4,4,0,5.9,4,0,6.7,4,0,7.8,4,0,10.1,4,0
A-3,144,79,3.4,4,18,3.4,4,8,3.5,4,8,3.6,4,2,0,0,9,0,0,0
A-3,145,56,18.8,2,0,19.8,2,0,20.7,2,0,21.9,2,0,23.2,2,0,25.7,2,0
A-3,533,76,0,0,0,1,4,8,1.1,4,38,1.4,4,38,1.4,4,38,1.7,4,38
A-3,146,40,4.5,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,147,76,1.1,4,1,1.3,4,0,1.4,4,0,1.8,4,0,2,4,0,2.7,4,0
A-3,148,29,2.7,4,8,3.1,4,8,3.4,4,8,0,0,9,0,0,0,0,0,0
A-3,149,76,2.3,4,0,2.6,4,0,2.7,4,0,3,4,0,3.2,4,0,3.9,4,0
A-3,150,21,11.9,3,0,12.2,3,0,12.4,3,0,0,0,9,0,0,0,0,0,0
A-3,151,29,2.3,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,532,76,0,0,0,1.2,4,8,1.4,4,1,0,0,9,0,0,0,0,0,0
A-3,152,76,2,4,0,2.5,4,0,3,4,0,3.5,4,2,3.9,4,0,4.6,4,0
A-3,153,76,1.2,4,0,1.7,4,28,1.8,4,8,2.1,4,0,2.4,4,0,3,4,0
A-3,154,29,3.5,4,8,3.6,4,21,0,0,9,0,0,0,0,0,0,0,0,0
A-3,658,76,0,0,0,0,0,0,0,0,0,1.2,4,0,1.4,4,0,1.4,4,0
A-3,541,76,0,0,0,1.1,4,0,1.1,4,0,1.1,4,0,0,0,9,0,0,0
A-3,155,76,1.8,4,1,2.3,4,1,2.8,4,1,3.1,4,1,3.8,4,1,4.3,4,0
A-3,156,25,6.2,4,0,6.2,4,3,0,0,9,0,0,0,0,0,0,0,0,0
A-3,157,76,1.1,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,159,76,2.8,4,0,3.5,4,8,3.7,4,8,4.3,1,1,4.3,4,1,4.6,4,0
A-3,540,76,0,0,0,1.1,4,8,1.1,4,0,1.1,4,0,1.1,4,0,0,0,9
A-3,160,40,19,2,0,19.9,2,0,20.8,2,3,21.8,2,3,22.8,2,0,24.4,2,0
A-3,161,76,1.9,4,1,2.2,4,0,2.2,4,81,0,0,9,0,0,0,0,0,0
A-3,162,76,1.9,4,0,2.1,4,32,2.2,4,23,2.1,4,12,2.2,4,1,2.2,4,12
A-3,163,21,1.3,4,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,646,76,0,0,0,0,0,0,1.2,4,3,1.2,4,3,1.2,4,32,0,0,9
A-3,164,76,1.3,4,0,1.9,4,0,2.4,4,0,2.8,4,0,3.1,4,0,4,4,0
A-3,165,76,1.2,4,0,1.7,4,2,1.7,4,8,1.9,4,1,1.9,4,0,1.9,4,1
A-3,166,76,3.5,4,1,4.2,4,2,4.3,4,0,4.6,4,0,4.8,4,1,5,4,1
A-3,167,76,1.7,4,831,2.4,4,38,2.8,4,3,3.1,4,0,3.5,4,0,4.1,4,0
A-3,648,76,0,0,0,0,0,0,1.1,4,0,1.3,4,0,1.4,4,0,1.8,4,0
A-3,168,79,8.4,3,0,9.3,3,0,10.4,3,1,11.3,3,0,12.2,3,0,14,3,0
A-3,169,76,1.5,4,0,1.6,4,38,1.7,4,3,1.9,4,3,0,0,9,0,0,0
A-3,170,76,1,4,18,1.4,4,8,1.4,4,0,1.4,4,1,0,0,9,0,0,0
A-3,534,76,0,0,0,1.2,4,0,1.7,4,0,2.1,4,0,2.4,4,0,3.1,4,0
A-3,171,76,1.1,4,18,1.5,4,8,1.7,4,8,1.7,4,0,1.8,4,0,2,4,0
A-3,172,76,2.6,4,0,3.3,4,38,4,4,3,4.2,4,0,4.9,4,1,5.9,4,0
A-3,173,29,6.4,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,174,76,3.1,4,0,3.6,4,3,4,4,3,4.2,4,3,4.7,4,0,5.9,4,0
A-3,175,71,10.9,3,13,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,649,76,0,0,0,0,0,0,1,4,0,1.1,4,0,0,0,9,0,0,0
A-3,535,76,0,0,0,1.2,4,0,1.7,4,0,1.9,4,2,0,0,9,0,0,0
A-3,176,91,14.9,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,177,25,2.7,4,8,2.8,4,8,2.9,4,8,3,4,0,3.1,4,0,3.3,4,13
A-3,178,76,1.1,4,0,2,4,0,2.4,4,0,2.5,4,0,0,0,9,0,0,0
A-3,179,40,9.9,2,1,10.5,2,0,11.7,2,0,12.7,2,1,13.6,2,0,15,2,0
A-3,180,76,1.3,4,0,1.8,4,38,2,4,0,2.1,4,1,0,0,9,0,0,0
A-3,181,63,1.7,4,0,1.9,4,8,2,4,8,2.1,4,8,2.1,4,3,0,0,9
A-3,182,63,1.7,4,2,1.8,4,38,0,0,9,0,0,0,0,0,0,0,0,0
A-3,183,79,1.6,4,1,2.5,4,0,3.3,4,1,3.8,4,0,4.3,4,0,5.3,4,0
A-3,184,79,1.6,4,1,2.2,4,8,2.6,4,1,2.7,4,1,2.8,4,0,3.1,4,2
A-3,186,76,1.5,4,12,1.6,4,2,1.6,4,32,1.6,4,2,1.6,4,31,1.8,4,13
A-3,187,25,2.6,4,0,2.7,4,8,2.8,4,0,2.9,4,0,2.9,4,0,0,0,9
A-3,536,76,0,0,0,1.4,4,831,1.8,4,31,1.9,4,0,2,4,1,2.3,4,1
A-3,537,76,0,0,0,1.2,4,1,1.4,4,1,1.5,4,1,0,0,9,0,0,0
A-3,188,76,2.6,4,0,2.6,4,0,3.8,4,0,4,4,0,4.3,4,0,0,0,9
A-3,189,76,1.1,4,32,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,190,29,8.7,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,191,76,6.1,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,192,29,9.1,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,193,79,3.2,4,18,3.3,4,18,3.3,4,31,0,0,9,0,0,0,0,0,0
A-3,194,76,1,4,8,1.3,4,8,1.3,4,0,1.4,4,0,1.5,4,0,1.6,4,3
A-3,195,40,29.4,2,0,31.1,1,1,32.4,2,1,33.9,2,1,35.6,2,1,37.2,2,1
A-3,196,40,11,4,0,11,4,21,0,0,9,0,0,0,0,0,0,0,0,0
A-3,197,76,4.2,4,0,4.7,4,3,4.7,4,32,4.7,4,32,4.8,4,23,0,0,9
A-3,198,76,2.9,4,218,3.2,4,8,3.4,4,8,3.4,4,1,3.5,4,1,3.5,4,1
A-3,199,76,4.2,4,0,4.3,4,8,4.4,4,0,0,0,9,0,0,0,0,0,0
A-3,200,76,1.8,4,18,2,4,81,2.2,4,18,2.3,4,1,2.4,4,18,2.5,4,18
A-3,201,66,7.3,4,1,7.4,4,2,7.4,4,2,0,0,9,0,0,0,0,0,0
A-3,202,76,7.4,4,0,8,4,0,8.6,4,0,9,4,0,9.1,4,0,9.9,4,2
A-3,203,76,1.8,4,38,1.9,4,38,2,4,31,0,0,9,0,0,0,0,0,0
A-3,204,76,6.8,4,0,7.4,4,0,8,4,0,8.5,4,0,9.4,4,0,10.3,4,0
A-3,205,76,1.9,4,18,2.1,4,8,2.3,4,8,2.4,4,81,2.4,4,1,2.6,4,18
A-3,659,76,0,0,0,0,0,0,0,0,0,1,4,0,1.2,4,0,0,0,9
A-3,538,76,0,0,0,1,4,8,1.1,4,8,1.2,4,18,1.2,4,18,0,0,9
A-3,539,76,0,0,0,1,4,8,0,0,9,0,0,0,0,0,0,0,0,0
A-3,206,91,11.2,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-3,207,76,2.4,4,8,2.7,4,8,2.8,4,8,2.9,4,0,2.9,4,8,3.1,4,8
A-3,208,76,1.7,4,18,1.9,4,2,1.7,4,2,0,0,9,0,0,0,0,0,0
A-3,209,76,6.4,4,18,6.7,4,0,6.8,4,1,7,4,0,7.2,4,0,7.7,4,0
A-3,210,76,2.7,4,38,2.9,4,328,2.9,4,1328,3,4,32,3.1,4,231,0,0,9
A-4,211,32,1.1,4,18,1.3,4,8,1.4,4,81,1.5,4,18,1.8,4,18,2.5,4,18
A-4,212,76,1.7,4,12,1.8,4,8,0,0,9,0,0,0,0,0,0,0,0,0
A-4,213,78,1.3,4,0,2,4,8,2.3,4,0,2.9,4,0,3.9,4,0,0,0,9
A-4,214,53,12,3,4,12.3,3,4,12.8,3,1,13,3,1,13.6,3,31,0,0,9
A-4,660,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.3,4,0
A-4,661,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.3,4,0
A-4,638,76,0,0,0,0,0,0,0,0,0,1,4,1,1.4,4,0,2,4,0
A-4,215,76,1.4,4,1,1.7,4,8,1.9,4,0,2,4,321,0,0,9,0,0,0
A-4,662,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.1,4,0
A-4,216,91,12.8,2,0,14.1,2,0,15.2,2,0,16.2,3,3,17.1,3,3,18.3,3,3
A-4,599,32,0,0,0,1.2,4,8,1.2,4,0,0,0,9,0,0,0,0,0,0
A-4,217,78,1.7,4,0,2.2,4,0,2.6,4,0,0,0,9,0,0,0,0,0,0
A-4,601,76,0,0,0,0,0,0,1,4,0,0,0,9,0,0,0,0,0,0
A-4,663,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.8,4,0
A-4,218,76,2,4,38,2.3,4,0,2.5,4,0,2.8,4,0,3.5,4,0,4.4,4,0
A-4,692,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
A-4,598,76,0,0,0,1.2,4,0,1.2,4,0,1.3,4,0,1.6,4,1,1.7,4,2
A-4,220,76,1.1,4,8,1.3,4,8,1.4,4,0,1.6,4,2,1.9,4,2,2.2,4,3
A-4,596,76,0,0,0,1.2,4,0,1.2,4,0,1.5,4,0,2.3,4,0,3.3,4,0
A-4,221,79,5.6,4,0,6.6,4,1,7.5,4,1,8.6,3,1,10.2,2,1,13.4,2,0
A-4,222,86,1.3,4,1,1.8,4,0,0,0,9,0,0,0,0,0,0,0,0,0
A-4,664,76,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0,1.6,4,0
A-4,665,78,0,0,0,0,0,0,0,0,0,0,0,0,1.6,4,0,2.3,4,1
A-4,223,53,7.4,4,0,8.2,4,0,9,3,0,10.2,3,1,12.1,3,1,14.4,3,1
A-4,597,76,0,0,0,1.1,4,0,11.1,4,0,0,0,9,0,0,0,0,0,0
A-4,224,76,1.3,4,8,1.7,4,8,1.9,4,81,0,0,9,0,0,0,0,0,0
A-4,225,76,1.5,4,8,1.9,4,8,2.1,4,8,2.3,4,2,3.1,4,0,4.3,4,2
A-4,226,91,21.9,2,0,23.7,2,0,25.1,2,0,0,0,9,0,0,0,0,0,0
A-4,227,76,1.6,4,23,1.8,4,38,1.9,4,3,2.2,4,31,2.4,4,13,0,0,9
A-4,602,76,0,0,0,0,0,0,1.3,4,3,1.3,4,3,1.3,4,1,0,0,9
A-4,228,76,1.3,4,0,1.8,4,0,2.1,4,0,2.6,4,0,3.4,4,0,0,0,9
A-4,229,32,1.7,4,0,1.9,4,31,0,0,9,0,0,0,0,0,0,0,0,0
A-4,230,29,10.4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-4,603,32,0,0,0,0,0,0,1.1,4,0,1.3,4,0,1.4,4,0,1.7,4,1
A-4,666,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,9
A-4,604,76,0,0,0,0,0,0,1,4,0,1.2,4,0,1.5,4,0,0,0,9
A-4,639,76,0,0,0,0,0,0,0,0,0,1.1,4,3,1.1,4,3,0,0,9
A-4,231,79,11.7,3,0,12.5,3,0,13.4,2,0,14.5,3,0,15.8,3,0,18.3,2,0
A-4,605,78,0,0,0,0,0,0,1.1,4,0,1.6,4,0,2.3,4,3,0,0,9
A-4,595,78,0,0,0,1.2,4,38,0,0,9,0,0,0,0,0,0,0,0,0
A-4,232,76,1.6,4,0,2,4,0,2.5,4,0,3.2,4,0,4.3,4,0,4.6,4,0
A-4,606,78,0,0,0,0,0,0,1.1,4,32,0,0,9,0,0,0,0,0,0
A-4,667,76,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4,0,0,0,9
A-4,640,76,0,0,0,0,0,0,0,0,0,1,4,0,1.3,4,0,0,0,9
A-4,233,66,18.3,2,0,19.8,2,0,21.5,2,0,23.2,2,0,24.4,2,0,26.6,2,0
A-4,234,79,1.2,4,0,1.6,4,8,2.1,4,0,2.7,4,0,3.8,4,0,5.6,4,0
A-4,607,78,0,0,0,0,0,0,1,4,2,1.2,4,2,1.2,4,31,0,0,9
A-4,235,40,8.4,4,0,8.4,4,21,0,0,9,0,0,0,0,0,0,0,0,0
A-4,668,76,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4,0,1.9,4,3
A-4,236,76,1.1,4,8,1.4,4,8,1.6,4,0,2,4,0,2.9,4,0,3.6,4,3
A-4,594,76,0,0,0,1.2,4,0,1.2,4,0,1.4,4,0,2.4,3,0,3.7,3,0
A-4,593,76,0,0,0,1.2,4,28,1.2,4,23,0,0,9,0,0,0,0,0,0
A-4,237,91,18.5,2,0,19.6,2,0,20.7,2,0,0,0,9,0,0,0,0,0,0
A-4,591,76,0,0,0,1.3,4,0,1.6,4,0,1.8,4,3,2.7,4,1,2.8,4,0
A-4,608,76,0,0,0,0,0,0,1,4,0,1.3,4,0,1.6,4,0,1.7,4,0
A-4,609,76,0,0,0,0,0,0,1.1,4,0,1.6,4,0,2.3,4,0,3.1,4,3
A-4,669,76,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1.1,4,0
A-4,590,76,0,0,0,1.3,4,0,1.8,4,0,2.2,4,0,3.4,3,0,4.8,3,0
A-4,238,66,13.4,2,0,14.5,2,0,15.5,2,0,0,0,9,0,0,0,0,0,0
A-4,592,76,0,0,0,1.1,4,8,1.1,4,8,1.3,4,3,1.7,4,0,1.9,4,0
A-4,239,76,1.9,4,0,2.2,4,8,2.4,4,0,2.6,4,0,3.6,3,0,4.9,4,0
A-4,240,76,1.7,4,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-4,641,76,0,0,0,0,0,0,0,0,0,1,4,0,1.3,4,0,0,0,9
A-4,241,79,4.4,4,18,4.6,4,8,4.8,4,0,0,0,9,0,0,0,0,0,0
A-4,243,76,2.9,4,18,3.4,4,8,3.7,4,8,0,0,9,0,0,0,0,0,0
A-4,693,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4,0
A-4,694,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
A-4,584,76,0,0,0,1.1,4,8,1.1,4,8,1.2,4,3,1.5,4,31,1.6,4,13
A-4,670,76,0,0,0,0,0,0,0,0,0,0,0,0,1.4,4,0,1.6,4,0
A-4,244,76,1.2,4,0,1.4,4,0,1.6,4,0,1.7,4,0,2.3,4,0,2.8,4,0
A-4,245,66,10.7,4,8,11.1,4,0,11.5,4,0,0,0,9,0,0,0,0,0,0
A-4,246,76,1.1,4,0,1.5,4,0,1.5,4,0,1.8,4,3,1.8,4,3,0,0,9
A-4,610,76,0,0,0,0,0,0,1.1,4,0,1.1,4,0,1.5,4,0,0,0,9
A-4,247,40,9,3,0,9.3,4,0,9.7,4,0,0,0,9,0,0,0,0,0,0
A-4,248,53,6.6,4,2,7.2,4,2,7.5,4,2,8,2,0,9.6,2,1,11.7,2,1
A-4,695,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0
A-4,249,40,9.2,3,1,9.4,4,0,9.6,4,0,9.7,3,0,10.1,3,0,11.1,3,0
A-4,585,76,0,0,0,1,4,8,1,4,8,1,4,3,1.1,4,3,0,0,9
A-4,250,76,1.2,4,18,1.6,4,8,1.6,4,0,0,0,9,0,0,0,0,0,0
A-4,611,76,0,0,0,0,0,0,1,4,0,0,0,9,0,0,0,0,0,0
A-4,696,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,4,0
A-4,251,76,1.4,4,8,1.4,4,3,1.5,4,3,1.7,4,3,1.7,4,3,1.8,4,1
A-4,642,76,0,0,0,0,0,0,0,0,0,1,4,0,1.4,4,0,0,0,9
A-4,612,76,0,0,0,0,0,0,1,4,0,1.2,4,1,1.4,4,1,0,0,9
A-4,589,76,0,0,0,1,4,8,1,4,81,1,4,32,1,4,23,0,0,9
A-4,252,76,2.1,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-4,671,32,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,0,1.3,4,0
A-4,643,76,0,0,0,0,0,0,0,0,0,1.1,4,1,1.2,4,1,0,0,9
A-4,253,76,2.6,4,1,3.4,4,0,4.1,4,0,4.9,3,2,6.1,3,0,7.5,3,0
A-4,613,76,0,0,0,0,0,0,1,4,0,1.4,4,0,1.6,4,0,1.8,4,0
A-4,644,76,0,0,0,0,0,0,0,0,0,1.1,4,0,1.3,4,0,1.5,4,1
A-4,614,76,0,0,0,0,0,0,1,4,0,1,4,1,1,4,1,0,0,9
A-4,254,76,1.2,4,0,1.8,4,0,2.1,4,0,2.2,4,0,2.9,4,0,3.4,4,0
A-4,255,86,3.5,4,138,3.9,4,38,4,4,138,0,0,9,0,0,0,0,0,0
A-4,256,66,18.2,2,0,19.3,2,0,20.5,2,0,21.7,2,0,23.1,2,0,25.2,2,0
A-4,586,76,0,0,0,1,4,8,1.1,4,0,1.1,4,0,1.4,4,0,1.4,4,0
A-4,257,76,1.5,4,8,1.9,4,0,1.9,4,0,2,4,0,2.2,4,0,2.3,4,3
A-4,258,76,1.6,4,0,2,4,38,2.1,4,38,2.3,4,3,2.7,4,0,3,4,0
A-4,582,76,0,0,0,1,4,8,0,0,9,0,0,0,0,0,0,0,0,0
A-4,259,76,1,4,8,1.4,4,0,1.4,4,0,1.5,4,0,2.1,4,0,2.5,4,0
A-4,261,86,1.2,4,0,1.4,4,0,1.5,4,0,0,0,9,0,0,0,0,0,0
A-4,583,76,0,0,0,1.2,4,8,1.2,4,1,0,0,9,0,0,0,0,0,0
A-4,262,79,15.5,4,41,15.9,4,4,16.3,4,1,0,0,9,0,0,0,0,0,0
A-4,263,86,1.5,4,1,1.7,4,0,0,0,9,0,0,0,0,0,0,0,0,0
A-4,264,76,1.7,4,0,2,4,8,2,4,3,2.1,4,31,2.3,4,13,2.5,4,13
A-4,265,66,16.4,2,0,17.1,2,0,17.9,2,0,18.4,2,0,19,2,0,20,2,0
A-4,266,76,1.6,4,0,1.8,4,0,1.9,4,0,1.9,4,0,2.1,4,0,2.3,4,0
A-4,267,53,6.3,4,8,6.4,4,8,6.6,4,0,6.7,4,0,7.5,4,1,8.5,4,1
A-4,268,76,2.2,4,148,2.5,4,48,2.7,4,8,2.9,4,1,3.3,4,0,4.1,4,0
A-4,269,76,1.7,4,28,1.9,4,8,2,4,8,2.2,4,13,2.5,4,13,2.5,4,13
A-4,270,86,3.7,4,12,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-4,271,76,1.3,4,0,1.5,4,8,1.5,4,3,1.6,4,3,1.7,4,3,0,0,9
A-4,697,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0
A-4,272,76,1.9,4,8,2.3,4,8,2.5,4,0,2.7,4,0,3.2,4,0,3.9,4,3
A-4,672,78,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,9
A-4,273,76,1.5,4,8,1.6,4,8,1.7,4,8,1.8,4,8,1.9,4,0,0,0,9
A-4,581,76,0,0,0,1.2,4,8,1.5,4,0,1.8,4,0,2.1,4,0,2.7,4,0
A-4,274,79,6.3,4,48,6.8,4,48,7.2,4,8,7.8,4,0,8.4,4,0,9.7,4,0
A-4,275,66,18.6,2,4,19.7,2,4,21.3,2,0,22.6,2,1,23.9,2,1,25.9,2,1
A-4,276,86,1.7,4,0,1.9,4,0,2.1,4,0,0,0,9,0,0,0,0,0,0
A-4,277,71,13.2,3,0,13.5,3,3,13.5,3,31,13.5,3,31,0,0,9,0,0,0
A-4,278,79,1.7,4,18,1.8,4,8,0,0,9,0,0,0,0,0,0,0,0,0
A-4,279,76,1.2,4,18,1.6,4,8,1.8,4,0,2,4,0,2.4,4,0,2.8,4,3
A-4,280,76,1.8,4,0,2,4,0,2.2,4,0,2.3,4,0,2.5,4,0,2.8,4,0
A-4,281,76,1.7,4,0,2,4,0,2.2,4,0,2.2,4,0,2.4,4,0,2.8,4,0
A-4,282,40,17.2,2,0,18.3,2,0,19.8,2,0,21.2,2,0,22.9,2,0,25.4,2,0
A-4,284,79,5.5,4,0,6.1,4,2,6.6,4,0,7.1,4,0,8,4,0,9.4,4,0
A-4,285,79,4.1,4,128,4.3,4,2,0,0,9,0,0,0,0,0,0,0,0,0
A-4,587,76,0,0,0,1.1,4,8,1.1,4,0,1.2,4,2,1.2,4,2,0,0,9
A-4,286,84,1,4,0,1.2,4,0,0,0,9,0,0,0,0,0,0,0,0,0
A-4,287,84,5,4,8,5.6,4,8,6,4,8,6.2,4,0,6.5,4,0,6.6,4,8
A-4,615,84,0,0,0,0,0,0,1,4,8,1.2,4,8,1.5,4,0,1.6,4,18
A-4,288,76,1,4,28,1.2,4,8,1.3,4,0,1.4,4,3,0,0,9,0,0,0
A-4,289,76,1.8,4,0,2.1,4,8,2.1,4,0,2.2,4,0,2.5,4,0,2.9,4,0
A-4,290,76,1.7,4,18,1.9,4,8,2,4,18,2.1,4,1,2.2,4,2,2.3,4,2
A-4,291,79,1.4,4,18,1.6,4,8,1.8,4,81,2,4,18,2.1,4,18,0,0,9
A-4,645,76,0,0,0,0,0,0,0,0,0,1,4,0,1.2,4,0,1.4,4,0
A-4,588,78,0,0,0,1.4,4,0,1.9,4,0,0,0,9,0,0,0,0,0,0
A-4,292,40,12.7,4,0,13.2,4,0,13.6,4,0,14,3,0,15.3,2,0,17.5,2,0
A-4,293,86,1.7,4,8,1.9,4,8,1.9,4,0,0,0,9,0,0,0,0,0,0
A-4,294,21,23.1,2,0,23.6,2,0,23.6,2,0,0,0,9,0,0,0,0,0,0
A-4,698,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0
A-4,295,76,4,4,8,4.3,4,8,4.6,4,0,4.8,4,0,5.1,4,0,0,0,9
A-4,296,76,1.3,4,3,1.4,4,83,1.4,4,83,0,0,9,0,0,0,0,0,0
A-4,297,76,3.5,4,0,3.8,4,8,3.9,4,0,4.1,4,3,4.2,4,3,4.2,4,13
A-4,298,40,4.9,4,0,5.2,4,0,5.4,4,0,5.6,4,0,5.8,4,0,6.1,4,1
A-4,299,32,1.7,4,18,1.7,4,8,1.8,4,8,2,4,312,0,0,9,0,0,0
A-4,300,32,1.1,4,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-4,219,76,1.7,4,3,1.8,4,32,0,0,9,0,0,0,0,0,0,0,0,0
A-4,673,32,0,0,0,0,0,0,0,0,0,0,0,0,1.1,4,0,1.4,4,23
A-4,1,66,19.5,2,0,20.2,2,0,21.2,2,0,21.8,2,0,22.3,2,0,22.9,2,0
A-4,2,79,7.3,4,8,7.5,4,8,7.8,4,0,8.1,4,0,8.4,4,0,8.7,4,2
A-4,3,76,1.9,4,18,2,4,8,2,4,8,2,4,1,2,4,1,2.2,4,1
A-4,4,40,13.3,3,0,13.8,3,0,14.4,3,0,14.2,3,0,15.5,3,0,16.8,2,0
A-4,5,76,3.1,4,0,3.4,4,0,3.5,4,0,3.6,4,0,3.8,4,0,4.1,4,1
A-4,6,76,1.4,4,38,1.4,4,8,1.4,4,8,1.4,4,0,1.4,4,1,0,0,9
A-4,7,76,1.2,4,8,1.3,4,8,1.3,4,8,0,0,9,0,0,0,0,0,0
A-4,8,76,1.3,4,8,1.3,4,8,1.3,4,8,0,0,9,0,0,0,0,0,0
A-4,9,76,4.1,4,8,4.2,4,8,4.4,8,1,4.6,4,0,5,4,0,5,4,0
A-4,674,78,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4,0,1.5,4,0
A-4,10,76,1.7,4,1,2.1,4,0,2.3,4,0,2.4,4,0,2.7,4,0,2.9,4,0
A-4,11,79,5.5,4,4,5.7,4,3,5.9,4,2,6.1,4,1,6.6,4,0,7.1,4,0
A-4,616,76,0,0,0,0,0,0,1,4,8,1,4,1,0,0,9,0,0,0
A-4,580,32,0,0,0,1.2,4,4,1.2,4,0,1.4,4,0,1.9,4,0,2.6,4,0
A-4,12,76,1.8,4,0,2.2,4,31,2.4,4,13,2.5,4,13,2.6,4,132,0,0,9
A-4,13,76,1.3,4,8,1.5,4,8,1.5,4,8,1.6,4,0,1.7,4,0,1.9,4,0
A-4,14,76,1.6,4,0,1.9,4,8,2.1,4,8,2.2,4,0,2.5,4,0,2.8,4,0
A-4,15,29,9.3,3,0,9.6,3,0,10.9,3,1,11.9,3,1,12.6,3,1,13.7,3,1
A-4,16,76,1.8,4,0,2,4,8,2.1,4,8,2.1,4,0,2.2,4,0,2.4,4,0
A-4,17,76,1.9,4,8,2.2,4,8,2.4,4,8,2.5,4,2,2.5,4,0,2.8,4,0
A-4,18,29,5.4,4,18,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-4,19,76,1.2,4,128,1.2,4,8,1.2,4,1,0,0,9,0,0,0,0,0,0
A-4,675,78,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4,0,0,0,9
A-4,20,76,1.5,4,1,1.6,4,8,1.7,4,0,1.9,4,0,2,4,0,2.1,4,23
A-4,21,40,14.9,2,4,15.5,2,4,16.2,2,0,17.1,2,0,18.1,2,0,19.5,2,0
A-4,699,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,4,0
A-4,22,76,4.4,4,0,5,4,0,5.6,4,0,6,4,0,6.3,4,0,7.1,4,0
A-4,23,76,3,4,8,3.4,4,0,3.6,4,0,3.7,4,0,3.9,4,0,4.2,4,0
A-4,24,76,2,4,128,2.1,4,328,2.1,4,238,2.2,4,23,0,0,9,0,0,0
A-4,25,76,3.6,4,0,3.9,4,0,4.3,4,0,4.6,4,0,4.9,4,0,5.5,4,0
A-4,26,79,4.2,4,28,4.6,4,8,5,4,0,5.1,4,1,5.4,4,1,5.8,4,1
A-4,27,29,10.7,3,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-4,28,66,11.3,3,0,12.2,3,0,13.3,3,0,14.5,2,0,15.3,2,0,17.2,2,0
A-4,29,76,1.9,4,18,1.9,4,8,1.9,4,8,1.9,4,0,2,4,0,2,4,1
A-4,30,76,2.6,4,0,2.8,4,8,2.9,4,0,3,4,0,3.2,4,0,3.5,4,0
A-4,31,76,2.1,4,0,2.1,4,8,2.3,4,0,2.4,4,0,2.5,4,1,2.6,4,1
A-4,32,76,3.5,4,28,3.5,4,28,3.5,4,28,0,0,9,0,0,0,0,0,0
A-4,33,76,3.8,4,1,4.3,4,0,4.9,4,0,5.4,4,1,5.8,4,1,6,4,1
A-4,34,79,2,4,18,2.3,4,8,2.3,4,8,0,0,9,0,0,0,0,0,0
A-4,35,56,8,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
A-4,36,76,1.2,4,18,1.3,4,38,1.3,4,3,0,0,9,0,0,0,0,0,0
